㔢	t͡ɕyəʔ²
缽缽蟲	paʔ² paʔ² t͡sʰuŋ¹¹
网	vɒ̃⁵³
罗	lɤ¹¹
罗面雨	lɤ¹¹ mie⁴⁵ y⁵³
罚钱	faʔ⁵⁴ t͡ɕʰie¹¹
罢	pa⁴⁵
罩	t͡sau⁴⁵
罩子	t͡sau⁴⁵ t͡səʔ⁴
罪	t͡suei⁴⁵
罪證	t͡suei⁴⁵ t͡səŋ⁴⁵
罪证	t͡suei⁴⁵ t͡səŋ⁴⁵
置	t͡sz̩⁴⁵
罰錢	faʔ⁵⁴ t͡ɕʰie¹¹
罵	ma⁴⁵
罷	pa⁴⁵
羅	lɤ¹¹
羅麵雨	lɤ¹¹ mie⁴⁵ y⁵³
羊	iɒ̃¹¹
羊儿	iɒ̃¹¹ əɻ¹¹
羊兒	iɒ̃¹¹ əɻ¹¹
羊油	iɒ̃¹¹ iəu¹¹
羊羔	iɒ̃¹¹ kau¹¹
羊羔儿风	iɒ̃¹¹ kɑɻ¹¹ fəŋ¹¹
羊羔兒風	iɒ̃¹¹ kɑɻ¹¹ fəŋ¹¹
羊羔子	iɒ̃¹¹ kau¹¹ t͡səʔ²
羌	t͡ɕʰiɒ̃¹¹
美	mei⁵³
美人蕉	mei⁵³ ʐəŋ¹¹ t͡ɕiau¹¹
羔	kau¹¹
羝	ti¹¹
羝羊	ti¹¹ iɒ̃¹¹
羡	ɕie⁴⁵
羨	ɕie⁴⁵
義	i⁴⁵
羯	t͡ɕiəʔ²
羯羊	t͡ɕiəʔ²⁻⁵⁴ iɒ̃¹¹
羽	y⁵³
羽毛球	y⁵³ mau¹¹ t͡ɕʰiəu¹¹
翁	vəŋ¹¹
翅	t͡sʰz̩⁴⁵
翅子头	t͡sʰz̩⁴⁵ t͡səʔ⁴ tʰəu¹¹
翅子頭	t͡sʰz̩⁴⁵ t͡səʔ⁴ tʰəu¹¹
翅膀	t͡sʰz̩⁴⁵ pɒ̃⁵³
習	ɕiəʔ⁵⁴
翔	ɕiɒ̃¹¹
翠	t͡sʰuei⁴⁵
翡翠	fei⁵³ t͡sʰuei⁴⁵
翻	fæ̃¹¹
翼	i⁴⁵
老	lau⁵³
老K	lau⁵³⁻¹¹ kʰai⁵³
老奶	lau¹¹ nai⁵³
老妈子	lau⁵³ ma¹¹ t͡səʔ²
老姥娘	lau⁵³⁻¹¹ lau⁵³ niɒ̃⁴⁵
老姥爷	lau⁵³⁻¹¹ lau⁵³ ie¹¹
老姥爺	lau⁵³⁻¹¹ lau⁵³ ie¹¹
老娘	lau⁵³ niɒ̃¹¹
老娘婆	lau⁵³ niɒ̃¹¹ pʰɤ¹¹
老婆	lau⁵³ pʰɤ¹¹
老媽子	lau⁵³ ma¹¹ t͡səʔ²
老客	lau⁵³ kʰaʔ²
老家	lau⁵³ t͡ɕia¹¹
老屄头子	lau⁵³ pi¹¹ tʰəu¹¹ t͡səʔ²
老屄婆子	lau⁵³ pi¹¹ pʰɤ¹¹ t͡səʔ²
老屄頭子	lau⁵³ pi¹¹ tʰəu¹¹ t͡səʔ²
老板	lau⁵³⁻¹¹ pæ̃⁵³
老板娘	lau⁵³ pæ̃⁵³ niɒ̃¹¹
老母猪	lau⁵³⁻¹¹ mu⁵³ t͡su¹¹
老母豬	lau⁵³⁻¹¹ mu⁵³ t͡su¹¹
老汉儿	lau⁵³ xæ̃ɻ⁴⁵
老漢兒	lau⁵³ xæ̃ɻ⁴⁵
老爷	lau¹¹ ie¹¹
老爺	lau¹¹ ie¹¹
老虎	lau⁵³⁻¹¹ xu⁵³
老豆腐	lau⁵³ təu⁴⁵ fu⁵³
老閨女	lau⁵³ kuei¹¹ ny⁴⁵
老闆	lau⁵³⁻¹¹ pæ̃⁵³
老闆娘	lau⁵³ pæ̃⁵³ niɒ̃¹¹
老闺女	lau⁵³ kuei¹¹ ny⁴⁵
老鼠	lau⁵³⁻¹¹ su⁵³
老鼠疮	lau⁵³⁻¹¹ su⁵³ t͡sʰuɒ̃¹¹
老鼠瘡	lau⁵³⁻¹¹ su⁵³ t͡sʰuɒ̃¹¹
考	kʰau⁵³
考场	kʰau⁵³⁻¹¹ t͡sʰɒ̃⁵³
考場	kʰau⁵³⁻¹¹ t͡sʰɒ̃⁵³
考試	kʰau⁵³ sz̩⁴⁵
考试	kʰau⁵³ sz̩⁴⁵
者	t͡sɤ⁵³
而	əɻ¹¹
耍	sua⁵³
耍刀	sua⁵³ tau¹¹
耍大	sua⁵³ ta⁴⁵
耍忽	sua⁵³ xuaʔ²
耍枪	sua⁵³ t͡ɕʰiɒ̃¹¹
耍槍	sua⁵³ t͡ɕʰiɒ̃¹¹
耍水	sua⁵³⁻¹¹ suei⁵³
耍狮子	sua⁵³ sz̩¹¹ t͡səʔ²
耍獅子	sua⁵³ sz̩¹¹ t͡səʔ²
耍笑	sua⁵³ ɕiau⁴⁵
耍貨	sua⁵³ xuɤ⁴⁵
耍货	sua⁵³ xuɤ⁴⁵
耍錢	sua⁵³ t͡ɕʰie¹¹
耍钱	sua⁵³ t͡ɕʰie¹¹
耐	nai⁴⁵
耕	kəŋ¹¹
耕地	kəŋ¹¹ ti⁴⁵
耗	xau⁴⁵
耗子	xau⁴⁵ t͡səʔ⁴
耙子	pʰa¹¹ t͡səʔ²
耳	əɻ⁵³
耳朵	əɻ⁵³ tuɤ¹¹
耳朵垂垂	əɻ⁵³ tuɤ¹¹ t͡suei¹¹ t͡suei¹¹⁻⁴⁵
耳柴	əɻ⁵³ t͡sʰai¹¹
耳碎	əɻ⁵³ suei⁴⁵
耻	t͡sʰz̩⁵³
耽	tæ̃¹¹
聊	liau¹¹
聋	luŋ¹¹
聋子	luŋ¹¹ t͡səʔ²
职	t͡səʔ²
职位	t͡səʔ² vei⁴⁵
联	lye¹¹
聖	səŋ⁴⁵
聖人	səŋ⁴⁵ ʐəŋ¹¹
聘	pʰiŋ⁴⁵
聚	t͡ɕy⁴⁵
聞	vəŋ¹¹
聯	lye¹¹
聲	səŋ¹¹
聲音	səŋ¹¹ iŋ⁴⁵
職	t͡səʔ²
職位	t͡səʔ² vei⁴⁵
聽	tʰiŋ¹¹
聽見	tʰiŋ¹¹ t͡ɕie⁴⁵
聽說	tʰiŋ¹¹ suəʔ²
聾	luŋ¹¹
聾子	luŋ¹¹ t͡səʔ²
肆	sz̩⁴⁵
肉	ʐəu⁴⁵
肉丁	ʐəu⁴⁵ tiŋ¹¹
肉丝	ʐəu⁴⁵ sz̩¹¹
肉圪墩	ʐəu⁴⁵ kəʔ⁵⁴ tuŋ¹¹
肉头	ʐəu⁴⁵ tʰəu¹¹
肉头悻脑	ʐəu⁴⁵ tʰəu¹¹ ɕiŋ⁴⁵ nau⁵³
肉敦敦	ʐəu⁴⁵ tuŋ¹¹ tuŋ¹¹
肉月旁	ʐəu⁴⁵ yəʔ²⁻⁵⁴ pʰɒ̃¹¹
肉松	ʐəu⁴⁵ suŋ¹¹
肉皮子	ʐəu⁴⁵ pʰi¹¹ t͡səʔ²
肉眉悻眼	ʐəu⁴⁵ mi¹¹ ɕiŋ⁴⁵ nie⁵³
肉絲	ʐəu⁴⁵ sz̩¹¹
肉菜	ʐəu⁴⁵ t͡sʰai⁴⁵
肉頭	ʐəu⁴⁵ tʰəu¹¹
肉頭悻腦	ʐəu⁴⁵ tʰəu¹¹ ɕiŋ⁴⁵ nau⁵³
肉鬆	ʐəu⁴⁵ suŋ¹¹
肋罗齿	liəʔ²⁻⁵⁴ lɤ¹¹ t͡sʰz̩¹¹
肋羅齒	liəʔ²⁻⁵⁴ lɤ¹¹ t͡sʰz̩¹¹
肌	t͡ɕi¹¹
肘	t͡səu⁵³
肘子	t͡səu⁵³ t͡səʔ¹
肚脖脐	tu⁴⁵ pəʔ²⁻⁵⁴ t͡ɕʰi¹¹
肚脖臍	tu⁴⁵ pəʔ²⁻⁵⁴ t͡ɕʰi¹¹
肝	kæ̃¹¹
肝炎	kæ̃¹¹ ie⁴⁵
肠	t͡sʰɒ̃¹¹
股	ku⁵³
股子	ku⁵³ t͡səʔ¹
肤	fu¹¹
肥	fei¹¹
肥炭	ɕi¹¹ tʰæ̃⁴⁵
肥猪	fei¹¹ t͡su¹¹
肥皂	fei¹¹ t͡sau⁴⁵
肥皂粉	fei¹¹ t͡sau⁴⁵ fəŋ⁵³
肥豬	fei¹¹ t͡su¹¹
肩	t͡ɕie¹¹
肩胛骨	t͡ɕie¹¹ t͡ɕiaʔ²⁻⁵⁴ kuəʔ²
肩膀	t͡ɕie¹¹ pɒ̃⁵³
肯定	kʰəŋ⁵³ tiŋ⁴⁵
肺	fei⁴⁵
肺炎	fei⁴⁵ ie⁴⁵
肺痨病	fei⁴⁵ lau⁴⁵ piŋ⁴⁵
肺癆病	fei⁴⁵ lau⁴⁵ piŋ⁴⁵
肾	səŋ⁴⁵
胀	t͡sɒ̃⁴⁵
胃	vei⁴⁵
胆	tæ̃⁵³
背	pei⁴⁵
背书	pei⁴⁵ su¹¹
背光	pei⁴⁵ kuɒ̃¹¹
背后	pei⁴⁵ xəu⁴⁵
背後	pei⁴⁵ xəu⁴⁵
背时	pei⁴⁵ sz̩¹¹
背時	pei⁴⁵ sz̩¹¹
背書	pei⁴⁵ su¹¹
胎	tʰai¹¹
胎盘	tʰai¹¹ pæ̃¹¹
胎盤	tʰai¹¹ pæ̃¹¹
胖大海	pʰɒ̃⁴⁵ ta⁴⁵ xai⁵³
胡	xu¹¹
胡子	xu¹¹ t͡səʔ²
胡椒	xu¹¹ t͡ɕiau¹¹
胡芹	xu¹¹ t͡ɕʰiŋ¹¹
胡茬茬	xu¹¹ t͡sʰai¹¹ t͡sʰai¹¹⁻⁴⁵
胭脂	ie¹¹ t͡sz̩⁵³
胯	kʰua⁵³
胰子	i¹¹ t͡səʔ²
胶水	t͡ɕiau¹¹ suei⁵³
能	nəŋ¹¹
脈	miəʔ²
脉	miəʔ²
脊	t͡ɕiəʔ²
脊背	t͡səʔ² pei⁴⁵
脏	t͡sɒ̃⁴⁵
脐	t͡ɕʰi¹¹
脑	nau⁵³
脓包	nəŋ¹¹ pau¹¹
脖	paʔ⁵⁴
脖子	paʔ⁵⁴ t͡səʔ¹
脚	t͡ɕyəʔ²
脚印子	t͡ɕyəʔ² iŋ⁴⁵ t͡səʔ⁴
脚后跟	t͡ɕyəʔ² xəu⁴⁵ kəŋ¹¹
脚夫	t͡ɕyəʔ²⁻⁵⁴ fu¹¹
脚尖尖	t͡ɕyəʔ²⁻⁵⁴ t͡ɕie¹¹ t͡ɕie¹¹⁻⁴⁵
脚底心	t͡ɕyəʔ²⁻⁴⁵ ti⁵³ ɕiŋ¹¹
脚板子	t͡ɕyəʔ²⁻⁴⁵ pæ̃⁵³ t͡səʔ¹
脚板底	t͡ɕyəʔ²⁻⁴⁵ pæ̃⁵³⁻¹¹ ti⁵³
脚气	t͡ɕyəʔ² t͡ɕʰi⁴⁵
脚脯子	t͡ɕyəʔ²⁻⁵⁴ pʰu¹¹ t͡səʔ²
脚腕子	t͡ɕyəʔ² væ̃⁴⁵ t͡səʔ⁴
脚趾头	t͡ɕyəʔ²⁻⁴⁵ t͡sz̩⁵³ tʰəu¹¹
脚趾甲	t͡ɕyəʔ²⁻⁴⁵ t͡sz̩⁵³ t͡ɕiaʔ²
脚跗子	t͡ɕyəʔ²⁻⁵⁴ fu¹¹ t͡səʔ²
脚蹬	t͡ɕyəʔ²⁻⁵⁴ təŋ¹¹
脚蹬子	t͡ɕyəʔ²⁻⁵⁴ təŋ¹¹ t͡səʔ²
脚链	t͡ɕyəʔ² lie⁴⁵
脚面子	t͡ɕyəʔ² mie⁴⁵ t͡səʔ⁴
脫	tʰuaʔ²
脫鞋	tʰuaʔ²⁻⁵⁴ xai¹¹
脬	pʰau¹¹
脱	tʰuaʔ²
脱鞋	tʰuaʔ²⁻⁵⁴ xai¹¹
脸	lie⁵³
脸皮	lie⁵³ pʰi¹¹
脸盆架子	lie⁵³ pʰəŋ¹¹ t͡ɕia⁴⁵ t͡səʔ⁴
脸色	lie⁵³ saʔ²
脸蛋子	lie⁵³ tæ̃⁴⁵ t͡səʔ⁴
脹	t͡sɒ̃⁴⁵
腌	ie¹¹
腌臜	ɣa¹¹ t͡sa¹¹
腌臢	ɣa¹¹ t͡sa¹¹
腌菜	ie¹¹ t͡sʰai⁴⁵
腌鸭蛋	ie¹¹ iaʔ² tæ̃⁴⁵
腎	səŋ⁴⁵
腐	fu⁵³
腐竹	fu⁵³ t͡suəʔ²
腑	fu⁵³
腔	t͡ɕʰiɒ̃¹¹
腕	væ̃⁴⁵
腥气	ɕiŋ¹¹ t͡ɕʰi⁴⁵
腥氣	ɕiŋ¹¹ t͡ɕʰi⁴⁵
腦	nau⁵³
腮	sai¹¹
腮帮子	sai¹¹ pɒ̃¹¹ t͡səʔ²
腮幫子	sai¹¹ pɒ̃¹¹ t͡səʔ²
腰	iau¹¹
腰子	iau¹¹ t͡səʔ²
腰花	iau¹¹ xua¹¹
腳	t͡ɕyəʔ²
腳印子	t͡ɕyəʔ² iŋ⁴⁵ t͡səʔ⁴
腳夫	t͡ɕyəʔ²⁻⁵⁴ fu¹¹
腳尖尖	t͡ɕyəʔ²⁻⁵⁴ t͡ɕie¹¹ t͡ɕie¹¹⁻⁴⁵
腳底心	t͡ɕyəʔ²⁻⁴⁵ ti⁵³ ɕiŋ¹¹
腳後跟	t͡ɕyəʔ² xəu⁴⁵ kəŋ¹¹
腳板子	t͡ɕyəʔ²⁻⁴⁵ pæ̃⁵³ t͡səʔ¹
腳板底	t͡ɕyəʔ²⁻⁴⁵ pæ̃⁵³⁻¹¹ ti⁵³
腳氣	t͡ɕyəʔ² t͡ɕʰi⁴⁵
腳脯子	t͡ɕyəʔ²⁻⁵⁴ pʰu¹¹ t͡səʔ²
腳腕子	t͡ɕyəʔ² væ̃⁴⁵ t͡səʔ⁴
腳趾甲	t͡ɕyəʔ²⁻⁴⁵ t͡sz̩⁵³ t͡ɕiaʔ²
腳趾頭	t͡ɕyəʔ²⁻⁴⁵ t͡sz̩⁵³ tʰəu¹¹
腳跗子	t͡ɕyəʔ²⁻⁵⁴ fu¹¹ t͡səʔ²
腳蹬	t͡ɕyəʔ²⁻⁵⁴ təŋ¹¹
腳蹬子	t͡ɕyəʔ²⁻⁵⁴ təŋ¹¹ t͡səʔ²
腳鏈	t͡ɕyəʔ² lie⁴⁵
腳面子	t͡ɕyəʔ² mie⁴⁵ t͡səʔ⁴
腸	t͡sʰɒ̃¹¹
腹	fəʔ²
腻	ni⁴⁵
膀	pɒ̃⁵³
膈夹窝	kaʔ²⁻⁵⁴ t͡ɕia¹¹ vɤ¹¹
膈夾窩	kaʔ²⁻⁵⁴ t͡ɕia¹¹ vɤ¹¹
膈离间	kaʔ²⁻⁵⁴ li¹¹ t͡ɕie¹¹
膈離間	kaʔ²⁻⁵⁴ li¹¹ t͡ɕie¹¹
膏药	kau¹¹ iəʔ²
膏藥	kau¹¹ iəʔ²
膚	fu¹¹
膝	t͡ɕʰiəʔ²
膠水	t͡ɕiau¹¹ suei⁵³
膩	ni⁴⁵
膽	tæ̃⁵³
膿包	nəŋ¹¹ pau¹¹
臁刃杆	lie¹¹ ʐəŋ⁴⁵ kæ̃⁵³
臁刃桿	lie¹¹ ʐəŋ⁴⁵ kæ̃⁵³
臉	lie⁵³
臉皮	lie⁵³ pʰi¹¹
臉盆架子	lie⁵³ pʰəŋ¹¹ t͡ɕia⁴⁵ t͡səʔ⁴
臉色	lie⁵³ saʔ²
臉蛋子	lie⁵³ tæ̃⁴⁵ t͡səʔ⁴
臍	t͡ɕʰi¹¹
臟	t͡sɒ̃⁴⁵
臣	t͡sʰəŋ¹¹
臥	vɤ⁴⁵
臨	liŋ¹¹
自	t͡sz̩⁴⁵
自信	t͡sz̩⁴⁵ ɕiŋ⁴⁵
自家	t͡sz̩⁴⁵ t͡ɕia¹¹
自家人	t͡sz̩⁴⁵ t͡ɕia¹¹ ʐəŋ¹¹
自小	t͡sz̩⁴⁵ ɕiau⁴⁵
自打	t͡sz̩⁴⁵ ta⁵³
自杀	t͡sz̩⁴⁵ saʔ²
自殺	t͡sz̩⁴⁵ saʔ²
自由	t͡sz̩⁴⁵ iəu¹¹
自由泳	t͡sz̩⁴⁵ iəu¹¹ yŋ⁵³
自行車	t͡sz̩⁴⁵ ɕiŋ¹¹ t͡sʰɤ¹¹
自行车	t͡sz̩⁴⁵ ɕiŋ¹¹ t͡sʰɤ¹¹
自費	t͡sz̩⁴⁵ fei⁴⁵
自费	t͡sz̩⁴⁵ fei⁴⁵
自静	t͡sz̩⁴⁵ t͡ɕiŋ⁵³
自靜	t͡sz̩⁴⁵ t͡ɕiŋ⁵³
臭球	t͡sʰəu⁴⁵ t͡ɕʰiəu¹¹
至	t͡sz̩⁴⁵
至多	t͡sz̩⁴⁵ tɤ¹¹
至少	t͡sz̩⁴⁵ sau⁵³
致	t͡sz̩⁴⁵
臺	tʰai¹¹
舀	iau⁵³
舅	t͡ɕiəu⁴⁵
與	y¹¹
興	ɕiŋ¹¹
舉	t͡ɕy⁵³
舉手	t͡ɕy⁵³⁻¹¹ səu⁵³
舊	t͡ɕiəu⁴⁵
舌	saʔ⁵⁴
舌头	saʔ⁵⁴⁻² tʰəu⁴⁵
舌苔	saʔ⁵⁴ tʰai¹¹
舌頭	saʔ⁵⁴⁻² tʰəu⁴⁵
舒	su¹¹
舰	t͡ɕie⁴⁵
舵	tuɤ⁴⁵
船	t͡sʰuæ̃¹¹
艇	tʰiŋ⁵³
艦	t͡ɕie⁴⁵
良	liɒ̃¹¹
色	saʔ²
色儿	sɑɻ¹¹
色兒	sɑɻ¹¹
色气	saʔ² t͡ɕʰi⁴⁵
色氣	saʔ² t͡ɕʰi⁴⁵
艾	ɣai⁴⁵
艾蒿	ɣai⁴⁵ xau¹¹
节	t͡ɕiəʔ²
节俭	t͡ɕiəʔ²⁻⁴⁵ t͡ɕie⁵³
节气	t͡ɕiəʔ² t͡ɕʰi⁴⁵
芋	y⁴⁵
芋头	y⁴⁵ tʰəu¹¹
芋頭	y⁴⁵ tʰəu¹¹
芒	mɒ̃¹¹
芒果	mɒ̃¹¹ kuɤ⁵³
芒种	mɒ̃¹¹ t͡suŋ⁵³
芒種	mɒ̃¹¹ t͡suŋ⁵³
芝	t͡sz̩¹¹
芝麻	t͡sz̩¹¹ ma¹¹
芥	t͡ɕie⁴⁵
芥末	t͡ɕie⁴⁵ maʔ²
芫	ie¹¹
芫荽	ie¹¹ suei⁵³
芮	ʐuei⁴⁵
花	xua¹¹
花儿	xuɑɻ¹¹
花兒	xuɑɻ¹¹
花卷儿	xua¹¹ t͡ɕyeɻ⁵³
花圈	xua¹¹ t͡ɕʰye¹¹
花大姐	xua¹¹ ta⁴⁵ t͡ɕie⁵³
花心子	xua¹¹ ɕiŋ¹¹ t͡səʔ²
花心心	xua¹¹ ɕiŋ¹¹ ɕiŋ¹¹⁻⁴⁵
花捲兒	xua¹¹ t͡ɕyeɻ⁵³
花旦	xua¹¹ tæ̃⁴⁵
花炮	xua¹¹ pʰau⁴⁵
花瓣瓣	xua¹¹ pæ̃⁴⁵ pæ̃⁴⁵⁻⁵³
花生	xua¹¹ səŋ¹¹
花生仁	xua¹¹ səŋ¹¹ ʐəŋ¹¹
花生油	xua¹¹ səŋ¹¹ iəu¹¹
花生米	xua¹¹ səŋ¹¹ mi⁵³
花生豆	xua¹¹ səŋ¹¹ təu⁴⁵
花筒筒	xua¹¹ tʰuŋ⁵³ tʰuŋ⁵³⁻¹¹
花轎	xua¹¹ t͡ɕiau⁴⁵
花轿	xua¹¹ t͡ɕiau⁴⁵
花骨都	xua¹¹ kəʔ⁵⁴ tu¹¹
芳	fɒ̃¹¹
芹	t͡ɕʰiŋ¹¹
芽	nia¹¹
苇	vei⁵³
苇子	vei⁵³ t͡səʔ¹
苎麻	t͡su⁴⁵ ma¹¹
苏	su¹¹
苗	miau¹¹
苦	kʰu⁵³
苦瓜	kʰu⁵³ kua¹¹
苧麻	t͡su⁴⁵ ma¹¹
英	iŋ¹¹
苶毬	nie¹¹ t͡ɕʰiəu¹¹
苹果	pʰiŋ¹¹ kuɤ⁵³
苹果绿	pʰiŋ¹¹ kuɤ⁵³ luəʔ²
茂	mau⁴⁵
范	fæ̃⁴⁵
茄	t͡ɕʰie¹¹
茄子	t͡ɕʰie¹¹ t͡səʔ²
茅子	mau¹¹ t͡səʔ²
茅房	mau¹¹ fɒ̃¹¹
茉莉花	maʔ² li⁴⁵ xua¹¹
茧	t͡ɕie⁵³
茭子	t͡ɕiau¹¹ t͡səʔ²
茴	xuei¹¹
茴子白	xuei¹¹ t͡səʔ² pai¹¹
茶	t͡sʰa¹¹
茶几	t͡sʰa¹¹ t͡ɕi¹¹
茶叶	t͡sʰa¹¹ iəʔ²
茶杯子	t͡sʰa¹¹ pei¹¹ t͡səʔ²
茶碗	t͡sʰa¹¹ væ̃⁵³
茶碟子	t͡sʰa¹¹ tiəʔ⁵⁴ t͡səʔ¹
茶葉	t͡sʰa¹¹ iəʔ²
茶蛋	t͡sʰa¹¹ tæ̃⁴⁵
草	t͡sʰau⁵³
草字头	t͡sʰau⁵³ t͡sz̩⁴⁵ tʰəu¹¹
草字頭	t͡sʰau⁵³ t͡sz̩⁴⁵ tʰəu¹¹
草房子	t͡sʰau⁵³ fɒ̃¹¹ t͡səʔ²
草撇子	t͡sʰau⁵³ pʰiəʔ² t͡səʔ³
草木灰	t͡sʰau⁵³ məʔ²⁻⁵⁴ xuei¹¹
草紙	t͡sʰau⁵³⁻¹¹ t͡sz̩⁵³
草纸	t͡sʰau⁵³⁻¹¹ t͡sz̩⁵³
草腰子	t͡sʰau⁵³ iau¹¹ t͡səʔ²
草药	t͡sʰau⁵³ iəʔ²
草藥	t͡sʰau⁵³ iəʔ²
草雞	t͡sʰau⁵³⁻¹¹ t͡ɕi¹¹
草鞋	t͡sʰau⁵³ xai¹¹
草驢	t͡sʰau⁵³ ly¹¹
草驴	t͡sʰau⁵³ ly¹¹
草鸡	t͡sʰau⁵³⁻¹¹ t͡ɕi¹¹
荒	xuɒ̃¹¹
荔	liəʔ²
荔枝	liəʔ²⁻⁵⁴ t͡sz̩¹¹
荞	t͡ɕʰiau¹¹
荞麦	t͡ɕʰiau¹¹ miəʔ²
荠	t͡ɕʰi⁴⁵
荠菜	t͡ɕi⁴⁵ t͡sʰai⁴⁵
荡	tʰɒ̃⁴⁵
荣	yŋ¹¹
荤油	xuŋ¹¹ iəu¹¹
药	iəʔ²
药店	iəʔ² tie⁴⁵
药房	iəʔ²⁻⁵⁴ fɒ̃¹¹
药罐子	iəʔ² kuæ̃⁴⁵ t͡səʔ⁴
药膏	iəʔ²⁻⁴⁵ kau⁵³
药面面	iəʔ² mie⁴⁵ mie⁴⁵⁻⁵³
荷	xɤ¹¹
荷包	xɤ¹¹ pau¹¹
荷包蛋	xɤ¹¹ pau¹¹ tæ̃⁴⁵
荷叶	xɤ¹¹ iəʔ²
荷花	xɤ¹¹ xua¹¹
荷葉	xɤ¹¹ iəʔ²
荸荠	piəʔ⁵⁴⁻² t͡ɕʰi⁴⁵
荸薺	piəʔ⁵⁴⁻² t͡ɕʰi⁴⁵
荽	suei⁵³
莊	t͡suɒ̃¹¹
莊稼	t͡suɒ̃¹¹ t͡ɕia⁴⁵
莊稼人	t͡suɒ̃¹¹ t͡ɕia⁴⁵ ʐəŋ¹¹
莙荙	t͡ɕyŋ¹¹ taʔ⁵⁴
莙薘	t͡ɕyŋ¹¹ taʔ⁵⁴
莫	maʔ²
莲	lie¹¹
莲叶	lie¹¹ iəʔ²
莲子	lie¹¹ t͡sz̩⁵³
莲花	lie¹¹ xua¹¹
莲菜	lie¹¹ t͡sʰai⁴⁵
莲蓬	lie¹¹ pʰəŋ¹¹
莴	vɤ¹¹
莴笋	vɤ¹¹ suŋ⁵³
菇	kɤ¹¹
菊	t͡ɕyəʔ²
菊花	t͡ɕyəʔ²⁻⁵⁴ xua¹¹
菜	t͡sʰai⁴⁵
菜刀	t͡sʰai⁴⁵ tau¹¹
菜花	t͡sʰai⁴⁵ xua¹¹
菠萝	pɤ¹¹ lɤ¹¹
菠蘿	pɤ¹¹ lɤ¹¹
菩萨	pʰu¹¹ sa⁴⁵
菩薩	pʰu¹¹ sa⁴⁵
華	xua¹¹
菱	liŋ¹¹
菱角	liŋ¹¹ t͡ɕyəʔ²
萄	tʰau¹¹
萌	məŋ¹¹
萝	lɤ¹¹
萝卜	lɤ¹¹ pei⁴⁵
萝卜干儿	lɤ¹¹ pei⁴⁵ kæ̃ɻ¹¹
萤火虫	iŋ¹¹ xuɤ⁵³ t͡sʰuŋ¹¹
营	iŋ¹¹
萧	ɕiau¹¹
萬	væ̃⁴⁵
萬一	væ̃⁴⁵ iəʔ²
萵	vɤ¹¹
萵筍	vɤ¹¹ suŋ⁵³
落	luəʔ²
落士	lau⁴⁵ sz̩⁴⁵
落戶	luaʔ² xu⁴⁵
落户	luaʔ² xu⁴⁵
落枕	lau⁴⁵ t͡səŋ⁵³
落汤鸡	luaʔ²⁻⁵⁴ tʰɒ̃¹¹ t͡ɕi¹¹
落湯雞	luaʔ²⁻⁵⁴ tʰɒ̃¹¹ t͡ɕi¹¹
葉	iəʔ²
葉子	iəʔ² t͡səʔ³
著	t͡səʔ²
著急	t͡səʔ⁵⁴ t͡ɕiəʔ²
著火	t͡sau¹¹ xuɤ⁵³
葡	pʰu¹¹
葡萄	pʰu¹¹ tʰau¹¹
葡萄酒	pʰu¹¹ tʰau¹¹ t͡ɕiəu⁵³
葦	vei⁵³
葦子	vei⁵³ t͡səʔ¹
葫芦	xu¹¹ ləu⁴⁵
葫蘆	xu¹¹ ləu⁴⁵
葬	t͡sɒ̃⁴⁵
葱	t͡sʰuŋ¹¹
葱叶子	t͡sʰuŋ¹¹ iəʔ⁵⁴ t͡səʔ¹
葱头	t͡sʰuŋ¹¹ tʰəu¹¹
葱白	t͡sʰuŋ¹¹ pai¹¹
葵	kʰuei¹¹
葵花	kʰuei¹¹ xua¹¹
葷油	xuŋ¹¹ iəu¹¹
蒙	məŋ¹¹
蒙糁糁雨	məŋ¹¹ səŋ¹¹ səŋ¹¹⁻⁴⁵ y⁵³
蒜	suæ̃⁴⁵
蒜头	suæ̃⁴⁵ tʰəu¹¹
蒜泥	suæ̃⁴⁵ ni¹¹
蒜頭	suæ̃⁴⁵ tʰəu¹¹
蒲	pʰu¹¹
蒸	t͡səŋ¹¹
蒸餃	t͡səŋ¹¹ t͡ɕiau⁵³
蒸饺	t͡səŋ¹¹ t͡ɕiau⁵³
蓆	ɕiəʔ⁵⁴
蓆子	ɕiəʔ⁵⁴ t͡səʔ¹
蓋	kai⁴⁵
蓋蓋	kai⁴⁵ kai⁴⁵⁻⁵³
蓖	piŋ¹¹
蓖麻	piŋ¹¹ ma¹¹
蓝	læ̃¹¹
蓬	pʰəŋ¹¹
蓮	lie¹¹
蓮子	lie¹¹ t͡sz̩⁵³
蓮花	lie¹¹ xua¹¹
蓮菜	lie¹¹ t͡sʰai⁴⁵
蓮葉	lie¹¹ iəʔ²
蓮蓬	lie¹¹ pʰəŋ¹¹
蔔	pei⁴⁵
蔡	t͡sʰai⁴⁵
蔥	t͡sʰuŋ¹¹
蔥白	t͡sʰuŋ¹¹ pai¹¹
蔥葉子	t͡sʰuŋ¹¹ iəʔ⁵⁴ t͡səʔ¹
蔥頭	t͡sʰuŋ¹¹ tʰəu¹¹
蕎	t͡ɕʰiau¹¹
蕎麥	t͡ɕʰiau¹¹ miəʔ²
蕩	tʰɒ̃⁴⁵
蕭	ɕiau¹¹
薄浪子	paʔ⁵⁴⁻² lɒ̃⁴⁵ t͡səʔ⁴
