㞎㞎	pa̠⁴¹ pa̠³
躲學	to⁴¹ ɕi̯o²⁴
躲摸子	to⁴¹ mo³³ t͡sz̩³
躺	tʰan⁴¹
躺底	tʰan⁴¹ ti⁴¹
車	t͡sʰɤ̞³³
車站	t͡sʰɤ̞³³ t͡san²¹⁻¹¹
軍	t͡ɕyn³³
軒	ɕi̯ẽ³³
軛	ŋa̠⁴⁵
輒	t͡sʰɤ̞²⁴
輕	t͡ɕʰin³³
輕飄	t͡ɕʰin³³ pʰi̯ɒu̯³³
輪	lən¹³
輪船	lən¹³ t͡ɕʰy̯ẽ¹³
轉格	t͡ɕy̯ai̯⁴¹ kɤ̞²⁴
轍	t͡sʰɤ̞²⁴
轎	t͡ɕi̯ɒu̯⁴⁵
车	t͡sʰɤ̞³³
车站	t͡sʰɤ̞³³ t͡san²¹⁻¹¹
轩	ɕi̯ẽ³³
转格	t͡ɕy̯ai̯⁴¹ kɤ̞²⁴
轭	ŋa̠⁴⁵
轮	lən¹³
轮船	lən¹³ t͡ɕʰy̯ẽ¹³
轻	t͡ɕʰin³³
轻飘	t͡ɕʰin³³ pʰi̯ɒu̯³³
轿	t͡ɕi̯ɒu̯⁴⁵
辄	t͡sʰɤ̞²⁴
辙	t͡sʰɤ̞²⁴
辛	ɕin³³
辞	t͡sz̩¹³
辟	pʰi²⁴
辣	la̠²⁴
辣椒	la̠²⁴ t͡ɕi̯ɒu̯³³
辣椒酱	la̠²⁴ t͡ɕi̯ɒu̯³³ t͡ɕi̯æn⁴⁵
辣椒醬	la̠²⁴ t͡ɕi̯ɒu̯³³ t͡ɕi̯æn⁴⁵
辦	pan⁴⁵
辦公	pan²¹⁻¹¹ kən³³
辦公桌	pan²¹⁻¹¹ kən³³ t͡so²⁴
辫鞑子	pi̯ẽ²¹⁻¹¹ ta̠²⁴ t͡sz̩³
辭	t͡sz̩¹³
辮韃子	pi̯ẽ²¹⁻¹¹ ta̠²⁴ t͡sz̩³
辰	sən¹³
辱	ʐəu̯²⁴
農	lən¹³
農民	lən¹³ min¹³
辵巴子	t͡sʰo²⁴ pa̠³³ t͡sz̩³
辵白	t͡sʰo²⁴ pɤ̞²⁴
边	pi̯ẽ³³
边上	pi̯ẽ³³ san²¹⁻¹¹
边头	pi̯ẽ³³ təu̯³
达	ta̠²⁴
达痧精	ta̠²⁴ t͡sʰan⁴¹ t͡sz̩³
迁	t͡ɕʰi̯ẽ³³
迅	ɕin⁴⁵
过	ko⁴⁵
过细	ko⁴⁵ ɕi⁴⁵
迎	in¹³
运动场	yn⁴⁵ tən⁴⁵ t͡san¹³
近	t͡ɕin²¹
近𥉻子	t͡ɕin²¹⁻¹¹ t͡ɕʰi²⁴ t͡sz̩³
返	ɸan⁴¹
还	ɸan¹³
还价	ɸan¹³ t͡ɕi̯a̠⁴⁵
还债	ɸan¹³ t͡sai̯⁴⁵
还愿	ɸan¹³ y̯ẽ²¹⁻¹¹
还税	ɸan¹³ ɕy̯e̞i̯⁴⁵
进	t͡ɕin⁴⁵
远	y̯ẽ⁴¹
违	u̯e̞i̯¹³
连	li̯ẽ¹³
连坐	li̯ẽ¹³ t͡so⁴⁵
连脚裤	li̯ẽ¹³ t͡ɕi̯o²⁴ kʰu⁴⁵
连襟	li̯ẽ¹³ t͡ɕin³³
迟	t͡sʰz̩¹³
迫	pʰɤ̞²⁴
迭	ti̯e̞²⁴
迷	me̞i̯¹³
追	t͡ɕy̯e̞i̯³³
退	tʰe̞i̯⁴⁵
送	sən⁴⁵
送葬	sən⁴⁵ t͡san⁴⁵
逃	tɒu̯¹³
逃学	tɒu̯¹³ ɕi̯o²⁴
逃學	tɒu̯¹³ ɕi̯o²⁴
逆	n̠ʲi²⁴
选	ɕi̯ẽ⁴¹
透	tʰəu̯⁴⁵
递	ti⁴⁵
途	təu̯¹³
通	tʰən³³
通大海	tʰən³³ ta̠⁴⁵ xai̯⁴¹
速	səu̯²⁴
造	t͡sʰɒu̯⁴⁵
造孽	t͡sʰɒu̯⁴⁵ n̠ʲi̯e̞²⁴
逢	xən¹³
連	li̯ẽ¹³
連坐	li̯ẽ¹³ t͡so⁴⁵
連腳褲	li̯ẽ¹³ t͡ɕi̯o²⁴ kʰu⁴⁵
連襟	li̯ẽ¹³ t͡ɕin³³
逮	tʰi⁴⁵
進	t͡ɕin⁴⁵
逸	i²⁴
逼	pi²⁴
遊馬路	i̯əu̯¹³ ma̠⁴¹ ləu̯²¹⁻¹¹
運動場	yn⁴⁵ tən⁴⁵ t͡san¹³
過	ko⁴⁵
過細	ko⁴⁵ ɕi⁴⁵
道	tɒu̯²¹
道人	tɒu̯⁴⁵ ʐən¹³
道士	tɒu̯⁴⁵ sz̩³
達	ta̠²⁴
達痧精	ta̠²⁴ t͡sʰan⁴¹ t͡sz̩³
違	u̯e̞i̯¹³
遗	i¹³
遞	ti⁴⁵
遠	y̯ẽ⁴¹
遣	t͡ɕʰi̯ẽ⁴¹
遲	t͡sʰz̩¹³
遷	t͡ɕʰi̯ẽ³³
選	ɕi̯ẽ⁴¹
遺	i¹³
還	ɸan¹³
還債	ɸan¹³ t͡sai̯⁴⁵
還價	ɸan¹³ t͡ɕi̯a̠⁴⁵
還稅	ɸan¹³ ɕy̯e̞i̯⁴⁵
還願	ɸan¹³ y̯ẽ²¹⁻¹¹
邊	pi̯ẽ³³
邊上	pi̯ẽ³³ san²¹⁻¹¹
邊頭	pi̯ẽ³³ təu̯³
邋糊	la̠⁴¹ ɸu¹³
邋遢	la̠²⁴ tʰa̠²⁴
邑	ɕi²⁴
那	la̠⁴⁵
那个	lai̯⁴⁵ ko³
那些	lai̯⁴⁵ ɕi̯e̞³
那個	lai̯⁴⁵ ko³
那气子	lai̯⁴⁵ t͡ɕʰi⁴⁵ t͡sz̩³
那氣子	lai̯⁴⁵ t͡ɕʰi⁴⁵ t͡sz̩³
那裡	la̠⁴⁵ li³
那里	la̠⁴⁵ li³
邦	pan³³
邪	ɕi̯e̞¹³
邮	i̯əu̯¹³
邮花	i̯əu̯¹³ ɸa̠³³
郊	t͡ɕi̯ɒu̯³³
郎	l̃an¹³
郎中	l̃an¹³ t͡sən³³
郎崽子	l̃an¹³ t͡sai̯⁴¹ t͡sz̩³
郎牯子	l̃an¹³ ku⁴¹ t͡sz̩³
部	pu²¹
郵	i̯əu̯¹³
郵花	i̯əu̯¹³ ɸa̠³³
都	təu̯³³
鄉	ɕi̯æn³³
鄉裡	ɕi̯æn³³ li³
鄉裡人	ɕi̯æn³³ li³ ʐən¹³
鄉裡寶	ɕi̯æn³³ li³ pɒu̯⁴¹
酒	t͡ɕi̯əu̯⁴¹
酒刺	t͡ɕi̯əu̯⁴¹ t͡sʰz̩⁴⁵
酒窝子	t͡ɕi̯əu̯⁴¹ o³³ t͡sz̩³
酒窩子	t͡ɕi̯əu̯⁴¹ o³³ t͡sz̩³
酒药子	t͡ɕi̯əu̯⁴¹ i̯o²⁴ t͡sz̩³
酒藥子	t͡ɕi̯əu̯⁴¹ i̯o²⁴ t͡sz̩³
酥	səu̯³³
酬	t͡sʰəu̯¹³
酱	t͡ɕi̯æn⁴⁵
酱油	t͡ɕi̯æn⁴⁵ i̯əu̯¹³
酷	kʰu²⁴
酸	sõ³³
酽	n̠ʲi̯ẽ²¹
醋	t͡sʰəu̯⁴⁵
醜	t͡sʰəu̯⁴¹
醫	ɕi³³
醫生	i³³ sən³³
醬	t͡ɕi̯æn⁴⁵
醬油	t͡ɕi̯æn⁴⁵ i̯əu̯¹³
釅	n̠ʲi̯ẽ²¹
釉	i̯əu̯²¹
里	li
里头	li⁴¹ təu̯³
里手	li⁴¹ səu̯⁴¹
里面	li⁴¹ mi̯ẽ³
重阳	t͡sən¹³ i̯æn¹³
重陽	t͡sən¹³ i̯æn¹³
野	i̯a̠⁴¹
野兽	i̯a̠⁴¹ səu̯⁴⁵
野崽子	i̯a̠⁴¹ t͡sai̯⁴¹ t͡sz̩³
野物	i̯a̠⁴¹ u²⁴
野猫子	i̯a̠⁴¹ mɒu̯³³ t͡sz̩³
野猫子脚	i̯a̠⁴¹ mɒu̯³³ t͡sz̩³ t͡ɕi̯o²⁴
野獸	i̯a̠⁴¹ səu̯⁴⁵
野老倌	i̯a̠⁴¹ lɒu̯⁴¹ kõ³³
野老公	i̯a̠⁴¹ lɒu̯⁴¹ kən³³
野老婆	i̯a̠⁴¹ lɒu̯⁴¹ po¹³
野貓子	i̯a̠⁴¹ mɒu̯³³ t͡sz̩³
野貓子腳	i̯a̠⁴¹ mɒu̯³³ t͡sz̩³ t͡ɕi̯o²⁴
野雞	i̯a̠⁴¹ t͡ɕi³³
野雞子	i̯a̠⁴¹ t͡ɕi³³ t͡sz̩³
野鴨	i̯a̠⁴¹ ŋa̠²⁴
野鸡	i̯a̠⁴¹ t͡ɕi³³
野鸡子	i̯a̠⁴¹ t͡ɕi³³ t͡sz̩³
野鸭	i̯a̠⁴¹ ŋa̠²⁴
量	li̯æn¹³
金	t͡ɕin³³
金子	t͡ɕin³³ t͡sz̩³
金橘子	t͡ɕin³³ t͡ɕy²⁴ t͡sz̩³
金鉤	t͡ɕin³³ kəu̯³³
金錢豹	t͡ɕin³³ t͡ɕi̯ẽ¹³ pɒu̯⁴⁵
金钩	t͡ɕin³³ kəu̯³³
金钱豹	t͡ɕin³³ t͡ɕi̯ẽ¹³ pɒu̯⁴⁵
金魚	t͡ɕin³³ y¹³
金鱼	t͡ɕin³³ y¹³
針	t͡sən³³
針尖子	t͡sən³³ t͡ɕi̯ẽ³³ t͡sz̩³
針鼻子	t͡sən³³ pi²⁴ t͡sz̩³
釣	ti̯ɒu̯⁴⁵
釣竿子	ti̯ɒu̯⁴⁵ kan⁴¹ t͡sz̩³
釣魚鉤子	ti̯ɒu̯⁴⁵ y¹³ kəu̯³³ t͡sz̩³
鈞	t͡ɕyn³³
鈴	lin¹³
鉛	y̯ẽ¹³
鉛筆	y̯ẽ¹³ pi²⁴
鉛筆㲃子	y̯ẽ¹³ pi²⁴ t͡ɕi̯əu̯⁴⁵ t͡sz̩³
鉴	kan⁴⁵
鉸	t͡ɕi̯ɒu̯³³
銀	in¹³
銀子	in¹³ t͡sz̩³
銀耳	in¹³ ɤ̞⁴¹
銅	tən¹³
銅匠	tən¹³ t͡ɕi̯æn²¹⁻¹¹
銅毫子	tən¹³ xɒu̯¹³ t͡sz̩³
銅角子	tən¹³ ko²⁴ t͡sz̩³
銜	xan¹³
銷	ɕi̯ɒu̯³³
鋁	le̞i̯⁴¹
鋒	xən³³
鋤	t͡səu̯¹³
鋤頭	t͡səu̯¹³ təu̯³
鋪	pʰu³³
鋪面	pʰu⁴⁵ mi̯ẽ²¹⁻¹¹
鋸	kɤ̞⁴⁵
鋸子	kɤ̞⁴⁵ t͡sz̩³
鋸木屑	kɤ̞⁴⁵ mo²⁴ ɕi̯e̞²⁴
鋸木灰	kɤ̞⁴⁵ mo²⁴ ɸe̞i̯³³
鋼	kan³³
鋼筆	kan³³ pi²⁴
鋾銼	tɒu̯¹³ t͡sʰo⁴⁵
鋾锉	tɒu̯¹³ t͡sʰo⁴⁵
錄	ləu̯²⁴
錘	t͡ɕy̯e̞i̯¹³
錢	t͡ɕi̯ẽ¹³
錢包	t͡ɕi̯ẽ¹³ pɒu̯³³
錢紙	t͡ɕi̯ẽ¹³ t͡sz̩⁴¹
錦	t͡ɕin⁴¹
錫匠	ɕi²⁴ t͡ɕi̯æn²¹⁻¹¹
錾子	t͡san²¹⁻¹¹ t͡sz̩³
鍋	ko³³
鍋巴	ko³³ pa̠³
鍋鏟	ko³³ t͡sʰan⁴¹
鍋鏟子	ko³³ t͡sʰan⁴¹ t͡sz̩³
鎖	so⁴¹
鎮	t͡sən⁴⁵
鏖	ŋɒu̯¹³
鏟子	t͡sʰan⁴¹ t͡sz̩³
鏡	t͡ɕin⁴⁵
鏡子	t͡ɕin⁴⁵ t͡sz̩³
鏡框子	t͡ɕin⁴⁵ kʰu̯an³³ t͡sz̩³
鏡片子	t͡ɕin⁴⁵ pʰi̯ẽ⁴⁵ t͡sz̩³
鏨子	t͡san²¹⁻¹¹ t͡sz̩³
鏽	ɕi̯əu̯⁴⁵
鏾	ɕi̯ẽ⁴⁵
鏾雞	ɕi̯ẽ⁴⁵ t͡ɕi³³
鏾鸡	ɕi̯ẽ⁴⁵ t͡ɕi³³
鐘	t͡sən³³
鐮	li̯ẽ¹³
鐮刀	li̯ẽ¹³ t͡ɕi³
鐲	t͡so²⁴
鐵	tʰi̯e̞²⁴
鐵牯牛	tʰi̯e̞²⁴ ku⁴¹ n̠ʲi̯əu̯¹³
鑌針	pin³³ t͡sən³³
鑌鐵	pin³³ tʰi̯e̞²⁴
鑒	kan⁴⁵
鑰匙	i̯o²⁴ t͡sʰz̩⁴¹
鑽山打洞	t͡sõ³³ san³³ ta̠⁴¹ tən²¹⁻¹¹
鑿子	t͡sʰo⁴⁵ t͡sz̩³
针	t͡sən³³
针尖子	t͡sən³³ t͡ɕi̯ẽ³³ t͡sz̩³
针鼻子	t͡sən³³ pi²⁴ t͡sz̩³
钓	ti̯ɒu̯⁴⁵
钓竿子	ti̯ɒu̯⁴⁵ kan⁴¹ t͡sz̩³
钓鱼钩子	ti̯ɒu̯⁴⁵ y¹³ kəu̯³³ t͡sz̩³
钟	t͡sən³³
钢	kan³³
钢笔	kan³³ pi²⁴
钥匙	i̯o²⁴ t͡sʰz̩⁴¹
钦	t͡ɕʰin³³
钧	t͡ɕyn³³
钱	t͡ɕi̯ẽ¹³
钱包	t͡ɕi̯ẽ¹³ pɒu̯³³
钱纸	t͡ɕi̯ẽ¹³ t͡sz̩⁴¹
钵	po²⁴
钻山打洞	t͡sõ³³ san³³ ta̠⁴¹ tən²¹⁻¹¹
铁	tʰi̯e̞²⁴
铁牯牛	tʰi̯e̞²⁴ ku⁴¹ n̠ʲi̯əu̯¹³
铃	lin¹³
铅	y̯ẽ¹³
铅笔	y̯ẽ¹³ pi²⁴
铅笔㲃子	y̯ẽ¹³ pi²⁴ t͡ɕi̯əu̯⁴⁵ t͡sz̩³
铜	tən¹³
铜匠	tən¹³ t͡ɕi̯æn²¹⁻¹¹
铜毫子	tən¹³ xɒu̯¹³ t͡sz̩³
铜角子	tən¹³ ko²⁴ t͡sz̩³
铝	le̞i̯⁴¹
铰	t͡ɕi̯ɒu̯³³
铲子	t͡sʰan⁴¹ t͡sz̩³
银	in¹³
银子	in¹³ t͡sz̩³
银耳	in¹³ ɤ̞⁴¹
铺	pʰu³³
铺面	pʰu⁴⁵ mi̯ẽ²¹⁻¹¹
销	ɕi̯ɒu̯³³
锁	so⁴¹
锄	t͡səu̯¹³
锄头	t͡səu̯¹³ təu̯³
锅	ko³³
锅巴	ko³³ pa̠³
锅铲	ko³³ t͡sʰan⁴¹
锅铲子	ko³³ t͡sʰan⁴¹ t͡sz̩³
锈	ɕi̯əu̯⁴⁵
锋	xən³³
锡匠	ɕi²⁴ t͡ɕi̯æn²¹⁻¹¹
锤	t͡ɕy̯e̞i̯¹³
锦	t͡ɕin⁴¹
锯	kɤ̞⁴⁵
锯子	kɤ̞⁴⁵ t͡sz̩³
锯木屑	kɤ̞⁴⁵ mo²⁴ ɕi̯e̞²⁴
锯木灰	kɤ̞⁴⁵ mo²⁴ ɸe̞i̯³³
镇	t͡sən⁴⁵
镔针	pin³³ t͡sən³³
镔铁	pin³³ tʰi̯e̞²⁴
镜	t͡ɕin⁴⁵
镜子	t͡ɕin⁴⁵ t͡sz̩³
镜框子	t͡ɕin⁴⁵ kʰu̯an³³ t͡sz̩³
镜片子	t͡ɕin⁴⁵ pʰi̯ẽ⁴⁵ t͡sz̩³
镯	t͡so²⁴
镰	li̯ẽ¹³
镰刀	li̯ẽ¹³ t͡ɕi³
長	t͡san¹³
長子	t͡san¹³ t͡sz̩³
長尾巴	t͡san⁴¹ u̯e̞i̯⁴¹ pa̠³
長沙	t͡san¹³ sa̠³³
長袍子	t͡san¹³ pɒu̯¹³ t͡sz̩³
長褂子	t͡san¹³ ku̯a̠⁴⁵ t͡sz̩³
長襪	t͡san¹³ u̯a̠²⁴
長襪子	t͡san¹³ u̯a̠²⁴ t͡sz̩³
長輩	t͡san⁴¹ pe̞i̯⁴⁵
长	t͡san¹³
长子	t͡san¹³ t͡sz̩³
长尾巴	t͡san⁴¹ u̯e̞i̯⁴¹ pa̠³
长沙	t͡san¹³ sa̠³³
长袍子	t͡san¹³ pɒu̯¹³ t͡sz̩³
长袜	t͡san¹³ u̯a̠²⁴
长袜子	t͡san¹³ u̯a̠²⁴ t͡sz̩³
长褂子	t͡san¹³ ku̯a̠⁴⁵ t͡sz̩³
长辈	t͡san⁴¹ pe̞i̯⁴⁵
門	mən¹³
門閂	mən¹³ ɕy̯æn³³
閂	ɕy̯æn³³
閃	sə̃⁴¹
閉	pe̞i̯⁴⁵
閉痧	pe̞i̯⁴⁵ sa̠³³
開	kʰai̯³³
開先	kʰai̯³³ ɕi̯ẽ³³
開初	kʰai̯³³ t͡sʰəu̯³³
開山	kʰai̯³³ san³³
開山子	kʰai̯³³ san³³ t͡sz̩³
開水	kʰai̯³³ ɕy̯e̞i̯⁴¹
開發子	kʰai̯³³ ɸa̠³ t͡sz̩³
開邊	kʰai̯³³ pi̯ẽ³³
開銷	kʰai̯³³ ɕi̯ɒu̯³³
閒	xan¹³
閒常	xan¹³ san¹³
間	kan³³
閩	min¹³
閱	y̯e̞²⁴
閹	i̯ẽ³³
閻	n̠ʲi̯ẽ¹³
閻王	n̠ʲi̯ẽ¹³ u̯an¹³
闊	kʰo²⁴
關	ku̯an³³
關亮	ku̯an³³ li̯æn²¹⁻¹¹
關場	ku̯an³³ t͡san¹³
關板子	ku̯an³³ pan⁴¹ t͡sz̩³
關節	ku̯an³³ t͡ɕi̯e̞²⁴
關門瞌睡	ku̯an³³ mən¹³ kʰo²⁴ ɕy̯e̞i̯⁴⁵
门	mən¹³
门闩	mən¹³ ɕy̯æn³³
闩	ɕy̯æn³³
闪	sə̃⁴¹
闭	pe̞i̯⁴⁵
闭痧	pe̞i̯⁴⁵ sa̠³³
问	u̯ən²¹
闲	xan¹³
闲常	xan¹³ san¹³
间	kan³³
闷船	mən²¹⁻¹¹ t͡ɕy̯ẽ¹³
闷车	mən²¹⁻¹¹ t͡sʰɤ̞³³
闹	lɒu̯⁴⁵
闻	u̯ən¹³
闽	min¹³
阄	kəu̯³³
阅	y̯e̞²⁴
阉	i̯ẽ³³
阎	n̠ʲi̯ẽ¹³
阎王	n̠ʲi̯ẽ¹³ u̯an¹³
阔	kʰo²⁴
防	ɸan¹³
阳	i̯æn¹³
阳卦	i̯æn¹³ ku̯a̠⁴⁵
阳台	i̯æn¹³ tai̯¹³
阳月	i̯æn¹³ y̯e̞²⁴
阳雀子	i̯æn¹³ t͡ɕʰi̯o²⁴ t͡sz̩³
阴	in³³
阴卦	in³³ ku̯a̠⁴⁵
阴天子	in³³ tʰi̯ẽ³³ t͡sz̩³
阴浸	in³³ t͡ɕin⁴⁵
阻	t͡səu̯⁴¹
附	ɸu⁴⁵
附近	ɸu⁴⁵ t͡ɕin²¹⁻¹¹
陆	ləu̯²⁴
陈	t͡sən¹³
陋	ləu̯⁴⁵
降	t͡ɕi̯æn⁴⁵
陛	pe̞i̯⁴⁵
院	y̯e̞⁴⁵
院子	y̯e̞⁴⁵ t͡sz̩³
除	t͡ɕy¹³
险	ɕi̯ẽ⁴¹
陰	in³³
陰卦	in³³ ku̯a̠⁴⁵
陰天子	in³³ tʰi̯ẽ³³ t͡sz̩³
陰浸	in³³ t͡ɕin⁴⁵
陳	t͡sən¹³
陵	lin¹³
陶	tɒu̯¹³
陷	xan⁴⁵
陸	ləu̯²⁴
陽	i̯æn¹³
陽卦	i̯æn¹³ ku̯a̠⁴⁵
陽月	i̯æn¹³ y̯e̞²⁴
陽臺	i̯æn¹³ tai̯¹³
陽雀子	i̯æn¹³ t͡ɕʰi̯o²⁴ t͡sz̩³
隆	lən¹³
随	se̞i̯¹³
随母下堂	se̞i̯¹³ mo⁴¹ ɕi̯a̠²¹⁻¹¹ tan¹³
障	t͡san⁴⁵
隨	se̞i̯¹³
隨母下堂	se̞i̯¹³ mo⁴¹ ɕi̯a̠²¹⁻¹¹ tan¹³
險	ɕi̯ẽ⁴¹
隶	tʰi⁴⁵
隸	tʰi⁴⁵
隻	t͡sa̠²⁴
难	l̃an¹³
难受	l̃an¹³ səu̯²¹⁻¹¹
雀	t͡ɕʰi̯o²⁴
雁	ŋan⁴⁵
雁子	ŋan⁴⁵ t͡sz̩³
雁鵝	ŋai̯²¹⁻¹¹ o¹³
雁鹅	ŋai̯²¹⁻¹¹ o¹³
雅	i̯a̠⁴¹
雅相	i̯a̠⁴¹ ɕi̯æn⁴⁵
集	t͡ɕi²⁴
雇工	ku⁴⁵ kən³³
雌	t͡sʰz̩³³
雍	in³³
雖	se̞i̯³³
雙	ɕy̯æn³³
雙徛人	ɕy̯æn³³ t͡ɕi²¹⁻¹¹ ʐən¹³
雙抱耳	ɕy̯æn³³ pɒu̯²¹⁻¹¹ ɤ̞⁴¹
雙眼皮	ɕy̯æn³³ ŋan⁴¹ pi¹³
雙胞胎	ɕy̯æn³³ pɒu̯³³ tʰai̯³³
雜	t͡sa̠²⁴
雜貨鋪	t͡sa̠²⁴ xo⁴⁵ pʰu⁴⁵
雞	t͡ɕi³³
雞公	t͡ɕi³³ kən³³
雞公子	t͡ɕi³³ kən³³ t͡sz̩³
雞冠	t͡ɕi³³ kõ³³
雞冠子	t͡ɕi³³ kõ³³ t͡sz̩³
雞咯咯	t͡ɕi³³ ko²¹⁻¹¹ ko²¹⁻¹¹
雞喌喌	t͡ɕi³³ t͡ɕi̯o⁴⁵ t͡ɕi̯o⁴⁵
雞婆	t͡ɕi³³ po¹³
雞崽子	t͡ɕi³³ t͡sai̯⁴¹ t͡sz̩³
雞巴	t͡ɕi³³ pa̠³
雞欛子	t͡ɕi³³ pa̠⁴⁵ t͡sz̩³
雞毛帚子	t͡ɕi³³ mɒu̯¹³ t͡səu̯⁴¹ t͡sz̩³
雞毛撣帚	t͡ɕi³³ mɒu̯¹³ tan⁴¹ t͡səu̯⁴¹
雞毛眼	t͡ɕi³³ mɒu̯¹³ ŋan⁴¹
雞爪子	t͡ɕi³³ t͡sɒu̯⁴¹ t͡sz̩³
雞眼睛	t͡ɕi³³ ŋan⁴¹ t͡ɕin³
雞腳爪子	t͡ɕi³³ t͡ɕi̯o²⁴ t͡sɒu̯⁴¹ t͡sz̩³
雞蛋	t͡ɕi³³ tan²¹⁻¹¹
雞蛋糕	t͡ɕi³³ tan²¹⁻¹¹ kɒu̯³³
雞血	t͡ɕi³³ ɕi̯e̞²⁴
雞雜	t͡ɕi³³ t͡sa̠²⁴
雞頭菱	t͡ɕi³³ təu̯³ lin¹³
離	li¹³
難	l̃an¹³
難受	l̃an¹³ səu̯²¹⁻¹¹
雨	y⁴¹
雨水	y⁴¹ ɕy̯e̞i̯⁴¹
雪	ɕi̯e̞²⁴
雪子	ɕi̯e̞²⁴ t͡sz̩⁴¹
雪子子	ɕi̯e̞²⁴ t͡sz̩⁴¹ t͡sz̩³
雪裡紅	ɕi̯e̞²⁴ li³ xən¹³
雪裡蕻	ɕi̯e̞²⁴ li³ xən¹³
雪里红	ɕi̯e̞²⁴ li³ xən¹³
雪里蕻	ɕi̯e̞²⁴ li³ xən¹³
雲	yn¹³
雲耳	yn¹³ ɤ̞⁴¹
零	lin¹³
零工	lin¹³ kən³³
零碎	lin¹³ se̞i̯⁴⁵
雷	le̞i̯¹³
雹	pʰɒu̯⁴⁵
電	ti̯ẽ⁴⁵
電亮	ti̯ẽ⁴⁵ li̯æn²¹⁻¹¹
電子琴	ti̯ẽ⁴⁵ t͡sz̩⁴¹ t͡ɕin¹³
電子計算機	ti̯ẽ⁴⁵ t͡sz̩⁴¹ t͡ɕi⁴⁵ sõ⁴⁵ t͡ɕi³³
電影	ti̯ẽ⁴⁵ in⁴¹
電影戲	ti̯ẽ⁴⁵ in⁴¹ ɕi⁴⁵
電燈泡毫子	ti̯ẽ⁴⁵ tən³³ pʰɒu̯³³ xɒu̯¹³ t͡sz̩³
電腦	ti̯ẽ⁴⁵ lɒu̯⁴¹
電視	ti̯ẽ⁴⁵ sz̩⁴⁵
電視劇	ti̯ẽ⁴⁵ sz̩⁴⁵ t͡ɕy⁴⁵
電視機	ti̯ẽ⁴⁵ sz̩⁴⁵ t͡ɕi³³
電話	ti̯ẽ⁴⁵ ɸa̠²¹⁻¹¹
雾	u²¹
需	ɕi³³
震	t͡sən⁴⁵
霍	xo²⁴
霍乱症	xo²⁴ lõ⁴⁵ t͡sən⁴⁵
霍亂症	xo²⁴ lõ⁴⁵ t͡sən⁴⁵
霍閃	xo²⁴ sə̃⁴¹
霍闪	xo²⁴ sə̃⁴¹
霜	ɕy̯æn³³
霜降	ɕy̯æn³³ t͡ɕi̯æn⁴⁵
霞	ɕi̯a̠¹³
霧	u²¹
露	ləu̯²¹
露水	ləu̯²¹⁻¹¹ ɕy̯e̞i̯⁴¹
霸	pa̠⁴⁵
霸脑壳	pa̠⁴⁵ lɒu̯⁴¹ kʰo²⁴
霸腦殼	pa̠⁴⁵ lɒu̯⁴¹ kʰo²⁴
青	t͡ɕʰin³³
青光瞎	t͡ɕʰin³³ ku̯an³³ xa̠²⁴
青春美丽它	t͡ɕʰin³³ t͡ɕʰyn³³ me̞i̯⁴¹ li⁴⁵ to¹³
青春美麗它	t͡ɕʰin³³ t͡ɕʰyn³³ me̞i̯⁴¹ li⁴⁵ to¹³
青果	t͡ɕʰin³³ ko⁴¹
青篾	t͡ɕʰin³³ mi̯e̞²⁴
青菜	t͡ɕʰin³³ t͡sʰai̯⁴⁵
青衣	t͡ɕʰin³³ i³³
靖	t͡ɕin⁴⁵
静	t͡ɕin²¹
靜	t͡ɕin²¹
靠椅	kʰɒu̯⁴⁵ i⁴¹
靠背椅子	kʰɒu̯⁴⁵ pe̞i̯⁴⁵ i⁴¹ t͡sz̩³
面	mi̯ẽ²¹
革	kɤ̞²⁴
靴	ɕy̯a̠³³
鞋	xai̯¹³
鞋子	xai̯¹³ t͡sz̩³
鞋带子	xai̯¹³ tai̯⁴⁵ t͡sz̩³
鞋帶子	xai̯¹³ tai̯⁴⁵ t͡sz̩³
鞋底	xai̯¹³ ti⁴¹
鞋底子	xai̯¹³ ti⁴¹ t͡sz̩³
鞋拔子	xai̯¹³ pʰa̠⁴⁵ t͡sz̩³
鞋面子	xai̯¹³ mi̯ẽ²¹⁻¹¹ t͡sz̩³
鞭	pi̯ẽ³³
鞭子	pi̯ẽ³³ t͡sz̩³
韌	ʐən⁴⁵
韓	xan¹³
韧	ʐən⁴⁵
韩	xan¹³
韭	t͡ɕi̯əu̯⁴¹
韭菜	t͡ɕi̯əu̯⁴¹ t͡sʰai̯⁴⁵
韭黃	t͡ɕi̯əu̯⁴¹ ɸan¹³
韭黄	t͡ɕi̯əu̯⁴¹ ɸan¹³
音	in³³
響雷	ɕi̯æn⁴¹ le̞i̯¹³
頁	i̯e̞²⁴
頂	tin⁴¹
頂嘴	tin⁴¹ t͡se̞i̯⁴¹
項	xan⁴⁵
項鏈	xan⁴⁵ li̯ẽ²¹⁻¹¹
順	ɕyn⁴⁵
順風	ɕyn²¹⁻¹¹ xən³³
頑	u̯an¹³
頒	pan³³
頓	tən⁴⁵
頗	pʰo⁴¹
領	lin⁴¹
頭	təu̯¹³
頭前	təu̯¹³ t͡ɕi̯ẽ¹³
頭名	təu̯¹³ min¹³
頭回	təu̯¹³ ɸe̞i̯¹³
頭髮	təu̯¹³ ɸa̠²⁴
頸	t͡ɕin⁴¹
