# Harakat restoration lexicon (COVERAGE layer) — undiacritized skeleton ⇥ our vocalization.
# ⚠ LICENCE: GPL-3.0 (per-file fence) — NOT CC-BY-SA like the sibling riders.
# Source: g2p-inversion over espeak-ng dictsource/ps_list (GPL-3.0, Hanif Rahman) + wikipron + kaikki.
# 12535 of 13828 rows are reachable only from the GPL source. Only the SHORT-VOWEL PLACEMENT
# derives from it — espeak's phoneme strings are never copied; the consonants are our g2p's.
# See src/languages/pashto/lexicon.PROVENANCE.md and LICENSES/PROVENANCE.md §4.
# Regenerate: tools/perso-arabic/invert_harakat.ts --lexicon → tools/perso-arabic/export_lexicons.sh
# Non-identity rows only (a bare-skeleton row is a no-op — g2p already yields that IPA). See PROVENANCE.md.
آبخانە	آبخانَە
ازمن	ازمَن
ازمودن	ازمودَن
ازمورخ	ازمورَخ
ازمون	ازمُون
ازموني	ازمُوني
ازمونيه	ازمُونيه
ازمى	ازمِى
ازمی	ازمِی
ازمیشتونو	ازمیشتُونو
ازمیلی	ازمیلِی
ازمېیلی	ازمېیلِی
ازنظر	ازْنْظَر
ازوطن	ازوْطن
ازونه	ازُونه
ازونو	ازُونو
ازى	ازِى
ازيرن	ازيرَن
ازيكى	ازيكِى
ازيګر	ازيګَر
ازيې	ازَيې
ازپشت	ازْپْشْت
ازږدو	ازْږْدو
ازکشور	ازْکْشور
ازکله	ازْکله
ازکمر	ازکَمْر
ازی	ازِی
ازیتونو	ازیتُونو
ازیشن	ازیشَن
اسب	اسْب
اسبري	اسْبْري
اسبق	اسبَق
اسبلت	اسْبْلَت
اسبی	اسبِی
اسبیست	اسبیسْت
است	اسْت
استبد	اسْتبَد
استبوعلي	اسْتبُوعلي
استتيک	اسْتتيک
استثنأ	استثنَأ
استثنأتو	استثنَأتُو
استثنى	استثنَى
استثنىپرته	استثنىپْرته
استجوب	اسْتجُوب
استحل	استحْل
استخف	استخْف
استخلف	استخْلْف
استخلفه	استخْلْفه
استدل	استدْل
استرد	استرْد
استرس	استرْس
استرن	استرْن
استره	اسْتره
استروجن	اسْتْروجن
استروفزیک	اسْتْروفَزیک
استروفیزیک	اسْتْروفیزیک
استرونومي	اسْتْرونومي
استصوفى	اسْتْصُوفى
استول	استَول
استوګن	استوګُن
استوګنه	استوګَنه
استوګنو	استوګُنو
استوګنوپه	استوګُنوپه
استوګنى	استوګُنِى
استوګني	استوګُني
استوګنځيو	استوګنځِيو
استوګنځی	استوګنځِی
استوګنی	استوګُنِی
استوګنې	استوګُنې
استوګونو	استوګُونو
استوگن	استوگُن
استوگنه	استوگَنه
استوگنو	استوگُنو
استوگني	استوگُني
استوگنځيو	استوگنځِيو
استوگنی	استوگُنِی
استوگنې	استوگُنې
استى	استِى
استيتك	استيتَك
استيتکي	استيتَکي
استيديو	استيدِيو
استګل	اسْتْګَل
استګليس	اسْتْګَليس
استگنو	اسْتْگُنو
استی	استِی
اسح	اسَح
اسحق	اسَحْق
اسحقزیو	اسَحْقْزِیو
اسد	اسَد
اسددومره	اسددُومره
اسدلله	اسدْلله
اسده	اسَده
اسدهېڅكله	اسدهېڅْكْله
اسدورته	اسدوْرته
اسدي	اسَدي
اسديه	اسَدِيه
اسدی	اسَدِی
اسدې	اسَدې
اسر	اسَر
اسرئيلو	اسَرئيلو
اسرئیل	اسَرئیل
اسرحتونه	اسرحتُونه
اسرسي	اسْرسي
اسرفت	اسرفْت
اسری	اسرِی
اسس	اسْس
اسـت	اسْـت
اســد	اسْــد
اســـی	اسِـــی
اســويلــي	اســويلِــي
اســپــــه	اســپْــــه
اسفرې	اسْفرې
اسفند	اسفنْد
اسل	اسْل
اسلبورن	اسْلبورْن
اسلحـــــــــــــۍ	اسْلحـــــــــــــۍ
اسلحه	اسْلحه
اسلحو	اسْلحو
اسلحوبريد	اسْلحوبريد
اسلحوتر	اسْلحوتر
اسلحى	اسْلحى
اسلحي	اسْلحي
اسلحی	اسْلحِی
اسلحې	اسْلحې
اسلسی	اسْلسِی
اسلمي	اسْلمي
اسم	اسْم
اسمبلئ	اسْمْبْلئ
اسمبله	اسْمْبْله
اسمبلو	اسْمْبْلو
اسمبلى	اسْمْبْلى
اسمبلي	اسْمْبْلي
اسمبلی	اسْمْبْلِی
اسمبلۍ	اسْمْبْلۍ
اسمبلې	اسْمْبْلې
اسمريتي	اسْمْريتي
اسمش	اسْمْش
اسمعيل	اسْمعيل
اسمعیل	اسْمعیل
اسمعېل	اسْمعېل
اسمـــعیل	اسْمـــعیل
اسن	اسْن
اسنعيل	اسْنعيل
اسودګۍ	اسودَګۍ
اسوسيتت	اسُوسيتت
اسوسيټيټ	اسُوسيټيټ
اسوسییتس	اسُوسییتْس
اسوشي	اسُوشي
اسوشيتت	اسُوشيتت
اسوشيتد	اسُوشيتد
اسوشيتيد	اسُوشيتيد
اسوشييټيډ	اسُوشَييټيډ
اسوشيټد	اسُوشيټد
اسوشيټيد	اسُوشيټيد
اسوشيټيډ	اسُوشيټيډ
اسوشيټډ	اسُوشيټْډ
اسوشيټیډ	اسُوشيټیډ
اسوشيټېډ	اسُوشيټېډ
اسوشيټېډپرېس	اسُوشيټېډْپْرېس
اسوشيېټيډ	اسُوشَيېټيډ
اسوشی	اسُوشِی
اسوشیتت	اسُوشیتت
اسوشیتتت	اسُوشیتَتت
اسوشیتد	اسُوشیتد
اسوشیتدپرس	اسُوشیتدْپْرس
اسوشیتډ	اسُوشیتْډ
اسوشیتید	اسُوشیتید
اسوشیند	اسُوشینْد
اسوشیټد	اسُوشیټد
اسوشیټيډ	اسُوشیټيډ
اسوشیټډ	اسُوشیټْډ
اسوشیټیډ	اسُوشیټیډ
اسوشیټیډپریس	اسُوشیټیډْپْریس
اسوشیډپرس	اسُوشیډْپْرس
اسوشییتد	اسُوشییتد
اسوشېتېد	اسُوشېتېد
اسوشېټيد	اسُوشېټيد
اسوشېټيډ	اسُوشېټيډ
اسوشېټډ	اسُوشېټْډ
اسوشېټېډ	اسُوشېټېډ
اسوشېډ	اسُوشېډ
اسول	اسُول
اسولي	اسُولي
اسولی	اسُولِی
اسوندنو	اسُونْدنو
اسوندونو	اسُوندُونو
اسوندونوڅخه	اسُوندُونوڅَخه
اسونه	اسُونه
اسونو	اسُونو
اسونوته	اسُونوته
اسونود	اسُونود
اسونوکې	اسُونوکې
اسوه	اسَوه
اسوي	اسَوي
اسويلـــی	اسَويلِـــی
اسويلى	اسَويلى
اسويلي	اسَويلي
اسويليو	اسَويليو
اسويلی	اسَويلِی
اسويلې	اسَويلې
اسویلل	اسَویلْل
اسویلو	اسَویلو
اسویلي	اسَویلي
اسویلی	اسَویلِی
اسویلیو	اسَویلیو
اسویلې	اسَویلې
اسوېلو	اسَوېلو
اسوېلى	اسَوېلى
اسوېلي	اسَوېلي
اسوېليو	اسَوېليو
اسوېلی	اسَوېلِی
اسيتلی	اسيتلِی
اسيرو	اسيرُو
اسيل	اسيلَ
اسټ	اسْټ
اسټراليا	اسْټْراليا
اسټري	اسْټْري
اسټی	اسټِی
اسټېشنرز	اسټېشَنرْز
اسپ	اسْپ
اسپـه	اسپْـه
اسپنو	اسْپنو
اسپنيزو	اسْپنيزو
اسپوری	اسپورِی
اسپړل	اسْپْړل
اسپړلو	اسْپْړلو
اسپښين	اسْپْښين
اسپښین	اسْپْښین
اسپی	اسپِی
اسکری	اسْکْرِی
اسکليتونه	اسْکْليتُونه
اسکلیت	اسْکْلیت
اسکندره	اسکنْدره
اسکندريه	اسکنْدرَيه
اسکندریه	اسکنْدرَیه
اسی	اسِی
اسیرولیـــــدی	اسیرولیـــــدِی
اسیرکړي	اسیرْکْړي
اشت	اشْت
اشتبآه	اشْتبآه
اشترى	اشْترى
اشتری	اشْترِی
اشد	اشْد
اشدی	اشدِی
اشرفه	اشْرفه
اشرفي	اشْرفي
اشرفی	اشْرفِی
اشرکت	اشْرکت
اشرکي	اشْرکي
اشــــــــــ	اشْــــــــــ
اشف	اشْف
اشك	اشْك
اشكريز	اشْكْريز
اشكمش	اشْكْمش
اشم	اشْم
اصلبورن	اصلبوْرْن
اصلحو	اصْلحُو
اصلزي	اصْلزي
اصلزيه	اصْلزَيه
اصلزی	اصْلزِی
اصلو	اصلُو
اصلوبه	اصلُوبه
اصلوسره	اصلُوسَره
اصلونه	اصلُونه
اصلونو	اصلُونُو
اصلی	اصلِی
اصو	اصُو
اصول	اصُول
اصولآ	اصُولآ
اصولأ	اصُولأ
اصولله	اصُولله
اصوله	اصُوله
اصولو	اصُولُو
اصولوته	اصُولُوته
اصولوسره	اصُولُوسَره
اصولوكړيده	اصُولُوكړيده
اصولوله	اصُولُوله
اصولونه	اصُولُونه
اصولونو	اصُولُونُو
اصولوپر	اصُولُوپر
اصولوپه	اصُولُوپه
اصولوڅخه	اصُولُوڅَخه
اصولوکې	اصُولُوکې
اصولى	اصُولى
اصولي	اصُولي
اصوليت	اصُوليت
اصولی	اصُولِی
اصولیت	اصُولیت
اصولې	اصُولې
اصون	اصُون
اصوي	اصُوي
اصيدو	اصيدُو
اصيلو	اصيلُو
اصیدو	اصیدُو
اصیلو	اصیلُو
اضحيې	اضحِيې
اضر	اضْر
اضرينو	اضرينُو
اضط	اضْط
اضو	اضُو
اضونه	اضُونه
اضونو	اضُونُو
اضى	اضِى
اضی	اضِی
اضیه	اضَیه
اطرح	اطرَح
اطع	اطْع
اطعة	اطعَة
اطعمني	اطْعْمَني
اطـ	اطْـ
اطلب	اطلَب
اطلس	اطلَس
اطم	اطْم
اطوری	اطورِی
اعبده	اعْبْده
اعبدو	اعْبْدو
اعت	اعْت
اعتبآر	اعْتْبآر
اغزی	اغزَی
اغوندم	اغُوندم
افت	افْت
افتح	افتَح
افتد	افتَد
افتر	افتَر
افترض	افتَرَض
افتند	افتَنْد
افتونى	افتونِى
افتونی	افتونِی
افر	افْر
افرط	افرَط
افرطي	افرَطي
افرن	افرَن
افروخت	افرَوخْت
افرودیت	افرَودیت
افروز	افرَوزْ
افريدى	افريدِى
افريدی	افريدِی
افرينى	افرينِى
افری	افرِی
افریدی	افریدِی
افس	افْس
افسر	افسَر
افسرد	افسَرْد
افسردګی	افسَرْدْګِی
افسردی	افسَردِی
افسرقشون	افسَرقَشون
افسره	افْسره
افسري	افسَري
افسریم	افسَریم
افسرې	افسَرې
افسوسچی	افسوسچِی
افسوټر	افسوټَر
افصلبل	افصَلبل
افضل	افضَل
افضله	افْضله
افضلى	افضَلِى
افضلي	افضَلي
افضلی	افضَلِی
افضلیت	افضَلیت
افظ	افْظ
افعى	افعِى
افغانستان	افغانِستان
افــــروخــتــه	افــــروخــتْــه
افـــــــ	افْـــــــ
افـــــــــ	افْـــــــــ
افق	افْق
افقی	افقِی
افك	افْك
افكر	افكَر
افكټونو	افْكْټُونو
افلتې	افلُتې
افلح	افلَح
افن	افْن
افندي	افَندي
افندی	افَندِی
افوزي	افوْزي
افوق	افوْق
افول	افوْل
افونه	افُونه
افونو	افُونُو
افى	افِى
افيرز	افيرْز
افيزر	افيزَر
افيسر	افيسَر
افينو	افينُو
افيکو	افيکُو
افيکى	افيکِى
افکر	افکَر
افکنی	افکَنِی
افکټوته	افْکْټُوته
افګن	افګَن
افگن	افگَن
افگند	افگَنْد
افی	افِی
افیرز	افیرْز
افیرس	افیرْس
افیسر	افیسَر
افینو	افینُو
افیکو	افیکُو
افېرز	افېرْز
اقبت	اقبَت
اقبل	اقبَل
اقت	اقْت
اقتد	اقتَد
اقتص	اقتِص
اكتوبر	اكتوبَر
اكتوپر	اكتوپَر
اكتيو	اكتِيو
اكر	اكَر
اكرم	اكرَم
اكرى	اكَرِى
اكس	اكْس
اكست	اكْسْت
اكسري	اكْسْري
اكسريت	اكْسْريت
اكسرې	اكْسْرې
اكسفورد	اكْسْفورْد
اكسفورډ	اكْسْفورْډ
اكسونه	اكسُونه
اكسپورت	اكْسْپورْت
اكــــبـــــــــر	اكــــبَـــــــــر
اكـــــبــــــــــر	اكـــــبَــــــــــر
اكلم	اكلَم
اكم	اكَم
اكمل	اكمَل
اكمنـې	اكمَنْـې
اكمولو	اكمُولو
اكنبري	اكَنبَري
اكو	اكُو
اكوبكو	اكُوبكو
اكوزې	اكُوزې
اكول	اكُول
اكوم	اكُوم
اكومونيست	اكُومُونيسْت
اكون	اكُون
اكوړه	اكُوړه
اكوړې	اكُوړې
اكوې	اكُوې
اكيډمى	اكيډَمِى
اكيډمي	اكيډَمي
اكټ	اكْټ
اكټر	اكټَر
اكټوبر	اكټوبَر
اكټونه	اكټُونه
اكټونو	اكټُونو
اكړ	اكْړ
اكړل	اكْړْل
اكړم	اكْړْم
اكېدمۍ	اكېدَمۍ
اكېډمۍ	اكېډَمۍ
الأ	الَأ
الأبد	الَأبَد
الأحمد	الَأحمَد
الأدب	الَأدَب
الأربعين	الَأرْبْعين
الأزرقي	الَأزْرْقي
الأسود	الأسوْد
الأصول	الَأصُول
الأعلی	الأعلِی
الأكبر	الَأكبَر
الأم	الَأم
الأمة	الَأمَة
الأمر	الَأمَر
الأمم	الَأمْم
الأمور	الَأمُور
الأمي	الَأمي
الأمين	الَأمين
الأن	الَأن
الأنس	الَأنَس
البتر	البَتر
البته	البَته
البجلى	البَجلِى
البجيرمي	البَجيرمي
البحر	البَحْر
البحرپ	البَحْرْپ
البدء	البَدْء
البدر	البَدْر
البدري	البَدري
البدل	البَدْل
البدن	البَدْن
البدو	البَدُو
البدين	البَدين
البدينون	البَدينُون
البديهه	الْبديهه
البديهي	البَديهي
البر	البَر
البرة	البَرَة
البرت	البَرْت
البردي	البَردي
البرق	البَرْق
البركة	البَركَة
البرنی	البَرنِی
البرودی	البَرُودِی
البروفيسور	البَرُوفيسُور
البريشت	البَريشْت
البرښځه	البرْښْځه
البس	البَس
البستي	البَستي
البسه	الْبسه
البشر	البَشْر
البشير	البَشير
البشیر	البَشیر
البصر	البَصْر
البصیر	البَصیر
البطن	البَطْن
البق	البَق
البقرة	البَقرَة
البقري	البَقري
البقيع	البَقيع
البكر	البَكْر
البلد	البَلْد
البلوکي	البَلُوکي
البليتين	البَليتين
البم	البَم
البمونه	الْبمُونه
البنآء	الْبنآء
البند	البنْد
البندین	البَندین
البنيه	الْبنَيه
البو	البَو
البي	البَي
البيع	البَيعْ
البيعه	البَيعه
الت	الْت
التبه	الْتبه
التجميل	التَجميل
التحرير	التَحرير
التحريرپه	التَحريرپه
التحریر	التَحریر
التحسن	التَحسَن
الترم	الترْم
الترمذي	الترْمْذي
الترمذی	الترْمْذِی
الترنتيف	الترنِتيف
الترنتیف	الترنِتیف
الترک	الترْک
التزم	التِزْم
التصوف	التصوْفْ
التفت	التفْت
التكيف	الْتكيف
التمر	التمْر
التمش	التمْش
التمن	التمْن
التنبی	التنبِی
التوبکي	الْتوْبْکي
التوحيد	الْتوْحْيد
التوفي	الْتوْفْي
التوفيق	الْتوْفْيق
التوفيقـ	الْتوْفْيقْـ
التوفيقپه	الْتوْفْيقپه
التوليدي	الْتوْلْيدي
التی	التِی
الث	الْث
الثبوت	الْثْبوْتْ
الثدي	الْثْدي
الثوري	الْثوْرْي
الج	الْج
الجبر	الْجْبِر
الجبره	الْجْبِره
الجبن	الْجْبِن
الجثه	الْجْثه
الجد	الْجْد
الجدلي	الْجْدِلي
الجديد	الْجْديد
الجدید	الْجْدید
الجز	الْجْز
الجزایر	الْجزایر
الجزيرة	الْجْزيرة
الجزيره	الْجْزيره
الجزيرى	الْجْزيرِى
الجزيري	الْجْزيري
الجزيرې	الْجْزيرې
الجزيه	الْجْزَيه
الجزیره	الْجْزیره
الجزیري	الْجْزیري
الجزیری	الْجْزیرِی
الجزیرې	الْجْزیرې
الجزیزة	الْجْزیزة
الجزیزه	الْجْزیزه
الجزیزی	الْجْزیزِی
الجزیزې	الْجْزیزې
الجسد	الْجسد
الجسم	الْجسم
الجعفرى	الجعْفرى
الجعفري	الجعْفري
الجلد	الْجلد
الجليس	الْجليس
الجليل	الْجليل
الجمل	الْجمل
الجميع	الْجميع
الجميل	الْجميل
الجنة	الْجنة
الجنس	الجنْس
الجنه	الْجنه
الجور	الْجوْرْ
الجوع	الْجوْعْ
الجی	الجِی
الجیشی	الجیشِی
الح	الْح
الحبش	الحبْش
الحبیب	الْحبیب
الحجة	الْحجة
الحجر	الْحجر
الحجه	الْحجه
الحجی	الْحجِی
الحجې	الْحجې
الحدس	الْحدس
الحديث	الْحديث
الحديثة	الْحديثة
الحديد	الْحديد
الحدیث	الْحدیث
الحرب	الحرْب
الحرم	الحرْم
الحرير	الْحرير
الحريري	الْحريري
الحريه	الْحرَيه
الحریري	الْحریري
الحزن	الحزْن
الحسن	الْحسن
الحسنة	الْحسَنة
الحسنه	الْحسَنه
الحسنى	الْحسَنى
الحقيقة	الْحقيقة
الحكم	الحكْم
الحكمة	الْحكَمة
الحكميه	الْحكَمَيه
الحكيم	الْحكيم
الحلبي	الْحلَبي
الحلبيه	الْحلَبَيه
الحلف	الحلْف
الحلم	الحلْم
الحليب	الْحليب
الحليم	الْحليم
الحلييه	الْحلَييه
الحمد	الحمْد
الحمر	الحمْر
الحميد	الْحميد
الحميري	الْحميري
الحمید	الْحمید
الحور	الْحوْرْ
الذمت	الْذْمَت
الذمتوب	الْذْمَتوب
الذمه	الْذْمه
الذنب	الْذْنَب
الذنوب	الْذْنُوب
الذوق	الذُوق
الذى	الذِى
الذيدى	الذيدِى
الذکر	الذِکْر
الذکری	الذِکرِی
الذی	الذِی
الذیدی	الذیدِی
الزم	الْزْم
الزمر	الْزْمْر
الزهد	الْزهد
الزهمي	الْزهمي
الزور	الْزوْرْ
الزى	الزِى
الزی	الزِی
الس	الْس
السبب	الْسْبْب
السبط	الْسْبْط
السبع	الْسْبْع
السبيل	الْسْبيل
السبیل	الْسْبیل
الستون	الْسْتوْنْ
السحر	الْسْحْر
السحور	الْسْحوْرْ
السديس	الْسْديس
السر	الْسْر
السرور	الْسْروْرْ
السرير	الْسْرير
السعدي	الْسْعْدي
السعود	الْسْعوْدْ
السفر	الْسْفْر
السكر	الْسْكْر
السكري	الْسْكْري
السكوت	الْسْكوْتْ
السل	الْسْل
السلم	الْسْلْم
السلمت	الْسْلْمْت
السلمي	الْسْلْمي
السلوك	الْسْلوْكْ
السم	الْسْم
السمع	الْسْمْع
السموم	الْسْموْمْ
السميع	الْسْميع
السنت	الْسْنْت
السند	الْسْنْد
السنن	الْسْنْن
السنين	الْسْنين
السهر	الْسهر
السهلي	الْسهلي
السوک	الْسوْکْ
السټیل	الْسْټیل
السکب	الْسْکْب
السکرحتی	الْسْکْرْحْتِی
