# af-rcrl-lexicon.tsv — shipped Afrikaans pronunciation lexicon (word -> canonical IPA).
# RCRL Afrikaans Pronunciation Dictionary v1.4.1 (CTexT / North-West University) via ttslab/za_lex.
# CC BY-SA 2.5 ZA. Built by tools/afrikaans/build_af_lexicon.ts. Sidecar: af-rcrl-lexicon.PROVENANCE.md
# SHIPPED PATH ONLY — phonemizeWordRules (what the eval scores) does not consult this.
# 24914 entries.
aah	ɑː
krieketklub	krˈikətklœp
krieketraad	krˈikətrɑːt
krieketseisoen	krˈikətsəisun
krieketspan	krˈikətspan
krieketspanne	krˈikətspanə
krieketspeler	krˈikətspiələr
krieketspelers	krˈikətspiələrs
kriekettoets	krˈikəttuts
kriekettoetswedstryd	krˈikəttutsvɛtstrəit
krieketveld	krˈikətfɛlt
krieketwedstryd	krˈikətvɛtstrəit
krieketwedstryde	krˈikətvɛtstrəidə
kriewel	krˈivəl
kriewelrig	krˈivəlrəχ
krimineel	krəminˈiəl
kriminele	krəminˈiələ
kriminologie	krəmənuluχˈi
kriminoloog	krəmənulˈuəχ
kring	krəŋ
kringe	krˈəŋə
kringetjie	krˈəŋiki
kringloop	krˈəŋluəp
krip	krəp
kris	krəs
krisis	krˈisəs
krisisintervensie	krˈisəsəntərfɛnsi
krisisse	krˈisəsə
krisistyd	krˈisəstəit
krisjan	krˈəsjan
kristal	krəstˈal
kriteria	krətˈiəria
kriterium	krətˈiəriœm
kritici	kritisˈi
kritiek	krətˈik
kritieke	krətˈikə
krities	krˈitis
kritiese	krˈitisə
kritikus	kritikˈœs
kritiseer	kritisˈiər
kroate	kruˈɑːtə
kroegtoonbank	krˈuχtuənbaŋk
krokodil	krɔkudˈəl
krokodille	krɔkudˈələ
krom	krɔm
krommes	krˈɔməs
kromrivierkloof	krˈɔmrəfirkluəf
krone	krˈuənə
kroniek	krˈuənik
kroniese	krˈuənisə
kroning	krˈuənəŋ
kronkel	krˈɔŋkəl
kronkelende	krˈɔŋkələndə
kronkels	krˈɔŋkəls
kronkelvere	krˈɔŋkəlfiərə
kroonprins	krˈuənprəns
kroonstad	krˈuənstat
kroos	kruəs
kroosliefde	krˈuəslifdə
krop	krɔp
kruideniersware	krœydənˈirsvɑːrə
kruie	krˈœyə
kruik	krœyk
kruin	krœyn
kruine	krˈœynə
kruipende	krˈœypəndə
kruisbestuiwing	krˈœysbəstœyvəŋ
kruisboog	krˈœysbuəχ
kruisdood	krˈœysduət
kruise	krˈœysə
kruisie	krˈœysi
kruisig	krˈœysəχ
kruisiging	krˈœysəχəŋ
kruising	krˈœysəŋ
kruisings	krˈœysəŋs
kruiskulturele	krˈœyskœltyriələ
kruisondervraging	krˈœysɔndərfrɑːχəŋ
kruispad	krˈœyspat
kruistogte	krˈœystɔχtə
kruisvaarders	krˈœysfɑːrdərs
kruitvat	krˈœytfat
kruiwa	krˈœyvɑː
krukke	krˈœkə
krygers	krˈəiχərs
krygsgevangenes	krˈəiχsχəfaŋənəs
krygsheer	krˈəiχsɦiər
krygshere	krˈəiχsɦiərə
krygsraad	krˈəiχsrɑːt
krygswet	krˈəiχsvɛt
kryt	krəit
krytvloer	krˈəitflur
kudde	kˈœdə
kuddes	kˈœdəs
kug	kœχ
kuiergas	kˈœyərχas
kuierplek	kˈœyərplɛk
kuierplekke	kˈœyərplɛkə
kuiertjie	kˈœyərki
kuiertye	kˈœyərtəiə
kuif	kœyf
kuifie	kˈœyfi
kuikens	kˈœykəns
kuil	kœyl
kuipe	kˈœypə
kuitbesering	kˈœytbəsiərəŋ
kuite	kˈœytə
kuitspier	kˈœytspir
kulkunstenaar	kˈœlkœnstənɑːr
kullery	kˈœlərəi
kulmineer	kœlmənˈiər
kulturele	kœltyrˈiələ
kultus	kˈœltœs
kumulatiewe	kymylatˈivə
kundige	kˈœndəχə
kundiges	kˈœndəχəs
kundigheid	kˈœndəχɦəit
kuns	kœns
kunsaas	kˈœnsɑːs
kunsbesef	kˈœnsbəsɛf
kunsfees	kˈœnsfiəs
kunsgalery	kˈœnsχalərəi
kunsgeskiedenis	kˈœnsχəskidənəs
kunskafee	kˈœnskafiə
kunsliedere	kˈœnslidərə
kunsliefhebbers	kˈœnslifɦɛbərs
kunsmark	kˈœnsmark
kunsmatig	kœnsmˈɑːtəχ
kunsmatige	kœnsmˈɑːtəχə
kunsmis	kˈœnsməs
kunssaal	kˈœnssɑːl
kunssale	kˈœnssɑːlə
kunsskool	kˈœnsskuəl
kunste	kˈœnstə
kunstefees	kˈœnstəfiəs
kunstegebou	kˈœnstəχəbœu
kunstekaap	kˈœnstəkɑːp
kunstenaar	kˈœnstənɑːr
kunstenaars	kˈœnstənɑːrs
kunstenaarskap	kˈœnstənɑːrskap
kunstenares	kœnstənarˈɛs
kunsteraad	kˈœnstərɑːt
kunstig	kˈœnstəχ
kunstige	kˈœnstəχə
kunsuitstalling	kˈœnsœytstaləŋ
kunsuitstallings	kˈœnsœytstaləŋs
kunsvereniging	kˈœnsfəriənəχəŋ
kunsversameling	kˈœnsfərsɑːmələŋ
kunsvorm	kˈœnsfɔrəm
kunsvorme	kˈœnsfɔrəmə
kunswerk	kˈœnsvɛrk
kunswerke	kˈœnsvɛrkə
kurator	kyrˈɑːtɔr
kurktrekkerdraaie	kˈœrktrɛkərdrɑːiə
kurpers	kˈœrpərs
kurrikulering	kœrikylˈiərəŋ
kurrikulum	kœrˈikylœm
kursus	kˈœrsœs
kursusdosent	kˈœrsœsdusɛnt
kursuseenheid	kˈœrsœsiənɦəit
kursusgangers	kˈœrsœsχaŋərs
kursusinhoud	kˈœrsœsənɦœut
kursusmateriaal	kˈœrsœsmatiəriɑːl
kursusse	kˈœrsœsə
kursuswerk	kˈœrsœsvɛrk
kurwe	kˈœrvə
kurwes	kˈœrvəs
kusdorp	kˈœsdɔrp
kusgebied	kˈœsχəbit
kusgebiede	kˈœsχəbidə
kuslyne	kˈœsləinə
kussings	kˈœsəŋs
kusstrook	kˈœsstruək
kusstruikbos	kˈœsstrœykbɔs
kusvlak	kˈœsflak
kusvlakte	kˈœsflaktə
kuswag	kˈœsvaχ
kwaad	kwɑːt
kwaadaardige	kwɑːtˈɑːrdəχə
kwaaddoen	kwˈɑːtdun
kwaadwillig	kwɑːtvˈələχ
kwaadwillige	kwɑːtvˈələχə
kwaai	kwɑːi
kwaaiste	kwˈɑːistə
kwade	kwˈɑːdə
kwadrant	kwadrˈant
kwadrate	kwadrˈɑːtə
kwadratiese	kwadrˈɑːtisə
kwadrupleeg	kwadruplˈiəχ
kwaggas	kwˈaχas
kwale	kwˈɑːlə
kwalifikasie	kwalifikˈɑːsi
kwalifikasieraamwerk	kwalifikˈɑːsirɑːmvɛrk
kwalifikasies	kwalifikˈɑːsis
kwalifiseer	kwalifisˈiər
kwalifiserende	kwalifisˈiərəndə
kwalik	kwˈɑːlək
kwalitatief	kwalitatˈif
kwaliteit	kwalitˈəit
kwaliteite	kwalitˈəitə
kwansuis	kwansˈœys
kwantifisering	kwantifisˈiərəŋ
kwantummeganika	kwˈantœmməχɑːnika
kwarke	kwˈarkə
kwart	kwart
kwartaal	kwartˈɑːl
kwartaalblad	kwartˈɑːlblat
kwartaalliks	kwartˈɑːləks
kwartaallikse	kwartˈɑːləksə
kwartaalverslae	kwartˈɑːlfərslɑːə
kwartaalverslag	kwartˈɑːlfərslaχ
kwartale	kwartˈɑːlə
kwarteindronde	kwˈartəintrɔntə
kwarteindstryd	kwˈartəintstrəit
kwartet	kwartˈɛt
kwartgebied	kwˈartχəbit
kwartier	kwartˈir
kwartiere	kwartˈirə
kwartlyn	kwˈartləin
kwartmiljoen	kwˈartməljun
kwasi	kwˈɑːzi
kwaste	kwˈastə
kweek	kwiək
kweekhuis	kwˈiəkɦœys
kweekhuiseffek	kwˈiəkɦœysifɛk
kweekhuisgasse	kwˈiəkɦœysχasə
kweekskoolprofessore	kwˈiəkskuəlprɔfəsuərə
kwekery	kwiəkərˈəi
kwekerye	kwiəkərˈəiə
kwel	kwɛl
kwelvrae	kwˈɛlfrɑːə
kwesbaar	kwˈɛsbɑːr
kwesbaarheid	kwˈɛsbɑːrɦəit
kwessies	kwˈɛsis
kwetsbaar	kwˈɛtsbɑːr
kwetsende	kwˈɛtsəndə
kwinkslae	kwˈəŋkslɑːə
kwistig	kwˈəstəχ
kwitansie	kwətˈansi
kwitansies	kwətˈansis
kworum	kˈuərœm
kwota	kwˈuəta
kwotas	kwˈuətas
kwotasie	kwuətˈɑːsi
kwotasies	kwuətˈɑːsis
kwotastelsel	kwˈuətastɛlsəl
kwyn	kwəin
kwynende	kwˈəinəndə
kwyt	kwəit
kwytgeraak	kwˈəitχərɑːk
kwytgeskel	kwˈəitχəskɛl
kwytgeskeld	kwˈəitχəskɛlt
kwytraak	kwˈəitrɑːk
kwytskelding	kwˈəitskɛldəŋ
kyk	kəik
kyker	kˈəikər
kykers	kˈəikərs
kykie	kˈəiki
kykstof	kˈəikstɔf
laaglandfynbos	lˈɑːχlantfəinbɔs
laagte	lˈɑːχtə
laagtepunt	lˈɑːχtəpœnt
laagtepunte	lˈɑːχtəpœntə
laagvat	lˈɑːχfat
laagwater	lˈɑːχvɑːtər
laaibak	lˈɑːibak
laaie	lˈɑːiə
laaipan	lˈɑːipan
laaisoldaat	lˈɑːisɔldɑːt
laaitjie	lˈɑːiki
laan	lɑːn
laas	lɑːs
laasgenoemde	lˈɑːsχənumdə
laasgenoemdes	lˈɑːsχənumdəs
laasjaar	lˈɑːsjɑːr
laasnag	lɑːsnˈaχ
laaste	lˈɑːstə
laastens	lˈɑːstəns
laataand	lˈɑːtɑːnt
laatslapers	lˈɑːtslɑːpərs
labirinte	labirˈəntə
laboratorium	labratuərˈiœm
laboratoriums	labratˈuəriœms
laboratoriumwerk	labratˈuəriœmvɛrk
lading	lˈɑːdəŋ
ladismith	lˈəidismət
laekoste	lˈɑːəkɔstə
laer	lˈɑːər
laerhuis	lˈɑːərɦœys
laers	lˈɑːərs
laerskole	lˈɑːərskuələ
laerskool	lˈɑːərskuəl
laerskoolkinders	lˈɑːərskuəlkəndərs
laeveld	lˈɑːəfɛlt
laf	laf
lafaard	lˈafɑːrt
lafenis	lˈɑːfənəs
lafhartige	lafɦˈartəχə
lag	laχ
laggende	lˈaχəndə
laggie	lˈaχi
lagie	lˈɑːχi
lagspiere	lˈaχspirə
lak	lak
laken	lˈɑːkən
laksheid	lˈaksɦəit
laksman	lˈaksman
laktaat	laktˈɑːt
lammers	lˈamərs
lampak	lˈampak
lampe	lˈampə
lamplig	lˈampləχ
lamppaal	lˈamppɑːl
lamppale	lˈamppɑːlə
landbank	lˈantbaŋk
landboubeleid	lˈantbœubələit
landbouers	lˈantbœuərs
landbougrond	lˈantbœuχrɔnt
landboukollege	lˈantbœukɔlidʒ
landbounavorsingsraad	lˈantbœunɑːfɔrsəŋsrɑːt
landbouproduksie	lˈantbœuprudœksi
landbouprodukte	lˈantbœuprudœktə
landbousektor	lˈantbœusɛktɔr
landbouskool	lˈantbœuskuəl
landboutoestande	lˈantbœutustandə
landdrosdistrik	lˈandrɔsdəstrək
landdrosdistrikte	lˈandrɔsdəstrəktə
landdroshof	lˈandrɔsɦɔf
landdroskantoor	lˈandrɔskantuər
landdroste	lˈandrɔstə
lande	lˈandə
landelike	lˈandələkə
landerye	landərˈəiə
landgenoot	lˈantχənuət
landgenote	lˈantχənuətə
landgoed	lˈantχut
landgoedere	lˈantχudərə
landing	lˈandəŋ
landjie	lˈaiŋki
landkaart	lˈantkɑːrt
landloop	lˈantluəp
landman	lˈantman
landmyn	lˈantməin
landmyne	lˈantməinə
landnaam	lˈantnɑːm
landoppervlakte	lˈantɔpərflaktə
landsbelang	lˈantsbəlaŋ
landsburger	lˈantsbœrχər
landsburgers	lˈantsbœrχərs
landsgrense	lˈantsχrɛnsə
landskappe	lˈantskapə
landslakke	lˈantslakə
landsman	lˈantsman
landsregering	lˈantsrəχiərəŋ
landstale	lˈantstɑːlə
landstreek	lˈantstriək
landsvlag	lˈantsflaχ
landswapen	lˈantsvɑːpən
landswette	lˈantsvɛtə
landswye	lˈantsvəiə
landuit	lˈantœyt
landvorme	lˈantfɔrəmə
landwyd	lˈantvəit
landwye	lˈantvəiə
lane	lˈɑːnə
lang	laŋ
langafstand	lˈaŋafstant
langafstande	lˈaŋafstandə
langasems	lˈaŋɑːsəms
langbeen	lˈaŋbiən
langbroek	lˈaŋbruk
lange	lˈaŋə
langenhoven	lˈaŋənɦuəvən
langer	lˈaŋər
langes	lˈaŋəs
langlys	lˈaŋləis
langsaam	lˈaŋsɑːm
langsaan	lˈaŋsɑːn
langsamerhand	lˈaŋsɑːmərɦant
langslewendes	laŋslˈiəvəndəs
langspeelplate	lˈaŋspiəlplɑːtə
langspeler	lˈaŋspiələr
langspelers	lˈaŋspiələrs
langste	lˈaŋstə
langtermyn	lˈaŋtɛrməin
langtermyndoelwitte	lˈaŋtɛrməindulvətə
langtermyngeheue	lˈaŋtɛrməinχəɦøːə
langverwagte	lˈaŋfərvaχtə
langwerpig	laŋvˈɛrpəχ
langwerpiges	laŋvˈɛrpəχəs
lank	laŋk
lanka	lˈaŋka
lankaanse	laŋkˈɑːnsə
lankal	lˈaŋkal
lanklaas	lˈaŋklɑːs
lanseer	lansˈiər
lansering	lansˈiərəŋ
lansie	lˈansi
lantern	lantˈɛrən
lapa	lˈɑːpa
lappe	lˈapə
lappie	lˈapi
lappies	lˈapis
larwe	lˈarvə
las	las
lasarus	lˈɑːsarœs
lasbrief	lˈasbrif
lasbriewe	lˈasbrivə
laser	lˈɑːsər
laserplaat	lˈɑːsərplɑːt
laserplate	lˈɑːsərplɑːtə
lasers	lˈɑːsərs
laserskyf	lˈɑːsərskəif
laserskywe	lˈɑːsərskəivə
laste	lˈastə
laster	lˈastər
lasteraksie	lˈastəraksi
lastereis	lˈastərəis
lasterlik	lˈastərlək
lasterlike	lˈastərləkə
lastersaak	lˈastərsɑːk
lastige	lˈastəχə
late	lˈɑːtə
latente	latˈɛntə
later	lˈɑːtər
latere	lˈɑːtərə
latyn	latˈəin
latynse	latˈəinsə
laude	lˈœudə
laudium	lˈœudiœm
laventel	lafˈɛntəl
lawa	lˈɑːva
lawaai	lavˈɑːi
lawaaierige	lavˈɑːiərəχə
ledebydraes	lˈiədəbəidrɑːəs
ledegeld	lˈiədəχɛlt
ledekante	lˈiədəkantə
ledemaat	lˈiədəmɑːt
ledemate	lˈiədəmɑːtə
ledetal	lˈiədətal
ledig	lˈiədəχ
ledige	lˈiədəχə
leed	liət
leefstyl	lˈiəfstəil
leefstylopvoeding	lˈiəfstəilɔpfudəŋ
leeftyd	lˈiəftəit
leefwyse	lˈiəfvəisə
leegheid	lˈiəχɦəit
leegte	lˈiəχtə
leemte	lˈiəmtə
leemtes	lˈiəmtəs
leen	liən
leerafdelings	lˈiərafdiələŋs
leeraktiwiteit	lˈiəraktivitəit
leerbal	lˈiərbal
leerbekleedsel	lˈiərbəkliətsəl
leerbenadering	lˈiərbənɑːdərəŋ
leerdeel	lˈiərdiəl
leerder	lˈiərdər
leerdergesentreerde	lˈiərdərχəsɛntriərdə
leerderondersteuning	lˈiərdərɔndərstøːnəŋ
leerders	lˈiərdərs
leerderwerkprogram	lˈiərdərvɛrkpruχram
leerdoelwitte	lˈiərdulvətə
leereenheid	lˈiəriənɦəit
leereenheidinhoud	lˈiəriənɦəitənɦœut
leereenheidplan	lˈiəriənɦəitplan
leerervarings	lˈiərɛrfɑːrəŋs
leerfase	lˈiərfɑːsə
leergedeelte	lˈiərχədiəltə
leergeleenthede	lˈiərχəliəntɦiədə
leergeleentheid	lˈiərχəliəntɦəit
leerhandeling	lˈiərɦandələŋ
leerkrag	lˈiərkraχ
leerkragte	lˈiərkraχtə
leerling	lˈiərləŋ
leerlinge	lˈiərləŋə
leerlingraad	lˈiərləŋrɑːt
leermeester	lˈiərmiəstər
leermeesters	lˈiərmiəstərs
leeromgewing	lˈiərɔmχiəvəŋ
leerplan	lˈiərplan
leerplanne	lˈiərplanə
leerprobleme	lˈiərprubliəmə
leerproses	lˈiərprusɛs
leersaam	lˈiərsɑːm
leersame	lˈiərsɑːmə
leersitplekke	lˈiərsətplɛkə
leerskool	lˈiərskuəl
leerstellige	liərstˈɛləχə
leerstelling	lˈiərstɛləŋ
leerstellinge	lˈiərstɛləŋə
leerstellings	lˈiərstɛləŋs
leerstoel	lˈiərstul
leerstrategieë	lˈiərstratəχiə
leerstuk	lˈiərstœk
leerstyl	lˈiərstəil
leerstyle	lˈiərstəilə
leertaak	lˈiərtɑːk
leertake	lˈiərtɑːkə
leerteorieë	lˈiərtiuriə
leeruitkomstes	lˈiərœytkɔmstəs
leervisse	lˈiərfəsə
leesaktiwiteit	lˈiəsaktivitəit
leesbaar	lˈiəsbɑːr
leesbare	lˈiəsbɑːrə
leesgids	lˈiəsχəts
leesperiode	lˈiəspiəriuədə
leesproses	lˈiəsprusɛs
leesspoed	lˈiəssput
leesstof	lˈiəsstɔf
leesstrategieë	lˈiəsstratəχiə
leesstuk	lˈiəsstœk
leesstukkie	lˈiəsstœki
leestegnieke	lˈiəstɛχnikə
leestekengebruik	lˈiəstiəkənχəbrœyk
leesvaardighede	lˈiəsfɑːrdəχɦiədə
leesvaardigheid	lˈiəsfɑːrdəχɦəit
legendariese	lɛχəndˈɑːrisə
legende	ləχˈɛndə
legendes	ləχˈɛndəs
leggers	lˈɛχərs
legio	lˈiəχiu
legitieme	lɛχətˈimə
legitimiteit	lɛχətimitˈəit
legkaart	lˈɛχkɑːrt
leidende	lˈəidəndə
leiding	lˈəidəŋ
leidraad	lˈəidrɑːt
leidrade	lˈəidrɑːdə
leiers	lˈəiərs
leiersberaad	lˈəiərsbərɑːt
leierseienskappe	lˈəiərsəiənskapə
leiersfigure	lˈəiərsfəχyrə
leierskap	lˈəiərskap
leierskapstryd	lˈəiərskapstrəit
leierskapstyl	lˈəiərskapstəil
leierskapstyle	lˈəiərskapstəilə
leierskorps	lˈəiərskɔrps
leiersposisie	lˈəiərspuzisi
leiersrol	lˈəiərsrɔl
leierstryd	lˈəiərstrəit
leiersverkiesing	lˈəiərsfərkisəŋ
leipzig	lˈaipsiχ
leisels	lˈəisəls
lek	lɛk
leke	lˈiəkə
lekkasies	lɛkˈɑːsis
lekkende	lˈɛkəndə
lekkerder	lˈɛkərdər
lekkergoed	lˈɛkərχut
lekkerny	lˈɛkərnəi
lekkernye	lˈɛkərnəiə
lekkers	lˈɛkərs
lekkerste	lˈɛkərstə
lekkerte	lˈɛkərtə
leksikale	lɛksikˈɑːlə
lektor	lˈɛktɔr
lektore	lɛktˈuərə
lelike	lˈiələkə
lem	lɛm
lemmetjiesdraad	lˈɛmikisdrɑːt
lemoene	ləmˈunə
lemoensap	ləmˈunsap
lemoenskil	ləmˈunskəl
lemos	lˈɛmɔs
leners	lˈiənərs
lengte	lˈɛŋtə
lengtelyne	lˈɛŋtələinə
lengtes	lˈɛŋtəs
lenie	lˈiəni
lenige	lˈiənəχə
lening	lˈiənəŋ
lenings	lˈiənəŋs
lens	lɛns
lense	lˈɛnsə
lente	lˈɛntə
leon	lˈiɔn
lepels	lˈiəpəls
leraars	lˈiərɑːrs
lering	lˈiərəŋ
leringe	lˈiərəŋə
leseenheid	lˈɛsiənɦəit
lesenswaardige	liəsənsvˈɑːrdəχə
leser	lˈiəsər
lesers	lˈiəsərs
leserskring	lˈiəsərskrəŋ
lesing	lˈiəsəŋ
lesingperiodes	lˈiəsəŋpiəriuədəs
lesings	lˈiəsəŋs
lesplan	lˈɛsplan
lesse	lˈɛsə
lessenaar	lˈɛsənɑːr
lessenaars	lˈɛsənɑːrs
let	lɛt
letsels	lˈɛtsəls
lettergrootte	lˈɛtərχruətə
letterkundige	lɛtərkˈœndəχə
letterkundiges	lɛtərkˈœndəχəs
letterlik	lˈɛtərlək
letterlike	lˈɛtərləkə
letters	lˈɛtərs
lettertipes	lˈɛtərtipəs
leuen	lˈøːən
leuenaar	lˈøːənɑːr
leuens	lˈøːəns
leun	løːn
leunstoel	lˈøːnstul
leuse	lˈøːsə
levi	lˈiəfi
leviete	ləfˈitə
leweloos	lˈiəvəluəs
lewelose	lˈiəvəluəsə
lewend	lˈiəvənt
lewende	lˈiəvəndə
lewendig	lˈiəvəndəχ
lewendige	lˈiəvəndəχə
lewendiger	lˈiəvəndəχər
lewendigs	lˈiəvəndəχs
lewens	lˈiəvəns
lewensberoep	lˈiəvənsbərup
lewensbeskouing	lˈiəvənsbəskœuəŋ
lewensbeskoulike	lˈiəvənsbəskœuləkə
lewensdekking	lˈiəvənsdɛkəŋ
lewensgehalte	lˈiəvənsχəɦaltə
lewensgeleenthede	lˈiəvənsχəliəntɦiədə
lewensgenote	lˈiəvənsχənuətə
lewensgevaar	lˈiəvənsχəfɑːr
lewensgevaarlike	lˈiəvənsχəfɑːrləkə
lewenshulpbronne	lˈiəvənsɦœlpbrɔnə
lewensiklus	lˈiəvənsiklœs
lewenskrag	lˈiəvənskraχ
lewenskragtige	liəvənskrˈaχtəχə
lewenslange	lˈiəvənslaŋə
lewenslank	lˈiəvənslaŋk
lewenslig	lˈiəvənsləχ
lewenslustige	liəvənslˈœstəχə
lewensmaat	lˈiəvənsmɑːt
lewensnoodsaaklike	lˈiəvənsnuətsɑːkləkə
lewensomstandighede	lˈiəvənsɔmstandəχɦiədə
lewensoriëntering	lˈiəvənsuəriɛntiərəŋ
lewensoriënteringleerareaverklaring	lˈiəvənsuəriɛntiərəŋliərɑːriafərklɑːrəŋ
lewenspeil	lˈiəvənspəil
lewensredder	lˈiəvənsrɛdər
lewensrigting	lˈiəvənsrəχtəŋ
lewenssiklus	lˈiəvənssiklœs
lewenstaat	lˈiəvənstɑːt
lewenstandaard	lˈiəvənstandɑːrt
lewenstoestand	lˈiəvənstustant
lewenstyl	lˈiəvənstəil
lewenstyle	lˈiəvənstəilə
lewensuitkyk	lˈiəvənsœytkəik
lewensvaardighede	lˈiəvənsfɑːrdəχɦiədə
lewensvatbaar	lˈiəvənsfatbɑːr
lewensvatbaarheid	lˈiəvənsfatbɑːrɦəit
lewensvatbare	lˈiəvənsfatbɑːrə
lewensverhaal	lˈiəvənsfərɦɑːl
lewensverlies	lˈiəvənsfərlis
lewensversekeraar	lˈiəvənsfərsiəkərɑːr
lewensversekeraars	lˈiəvənsfərsiəkərɑːrs
lewensversekering	lˈiəvənsfərsiəkərəŋ
lewensversekeringspolise	lˈiəvənsfərsiəkərəŋspuələsə
lewensvorm	lˈiəvənsfɔrəm
lewensvorme	lˈiəvənsfɔrəmə
lewensvorms	lˈiəvənsfɔrəms
lewenswandel	lˈiəvənsvandəl
lewenswerklike	liəvənsvˈɛrkləkə
lewenswyse	lˈiəvənsvəisə
lewenswysheid	lˈiəvənsvəisɦəit
lewering	lˈiəvərəŋ
lewetjies	lˈiəvikis
lewies	lˈɛvis
lewisstrukture	lˈiəvəsstrœktyrə
leë	lˈiə
leër	lˈiər
leërs	lˈiərs
liaisons	liˈəizəns
liasseer	liasˈiər
lib	lip
libanese	libanˈiəsə
liberaal	ləbərˈɑːl
liberale	ləbərˈɑːlə
liberalisering	ləbəralisˈiərəŋ
liberalisme	ləbəralˈəsmə
libido	libˈidu
libiese	lˈəbisə
lidlande	lˈətlandə
lidmaat	lˈətmɑːt
lidmaatskap	lˈətmɑːtskap
lidmate	lˈətmɑːtə
lidstate	lˈətstɑːtə
lidwoord	lˈətvuərt
lidwoorde	lˈətvuərdə
lied	lit
liedboek	lˈitbuk
liedere	lˈidərə
liederlike	lˈidərləkə
liedjie	lˈiki
liedjies	lˈikis
liedjieskrywer	lˈikiskrəivər
liedjieskrywers	lˈikiskrəivərs
lief	lif
liefdadig	lifdˈɑːdəχ
liefdadigheid	lifdˈɑːdəχɦəit
liefdadigheidsorganisasie	lifdˈɑːdəχɦəitsɔrχanisɑːsi
liefdadigheidsorganisasies	lifdˈɑːdəχɦəitsɔrχanisɑːsis
liefdediens	lˈifdədins
liefdegawe	lˈifdəχɑːvə
liefdegroete	lˈifdəχrutə
liefderyke	lˈifdərəikə
liefdes	lˈifdəs
liefdesdriehoek	lˈifdəsdriɦuk
liefdesgebod	lˈifdəsχəbɔt
liefdeslewe	lˈifdəsliəvə
liefdesverhaal	lˈifdəsfərɦɑːl
liefdesverhale	lˈifdəsfərɦɑːlə
liefdesverhouding	lˈifdəsfərɦœudəŋ
liefdevol	lˈifdəfɔl
liefdevolle	lˈifdəfɔlə
liefgehad	lˈifχəɦɑːt
liefhebber	lˈifɦɛbər
liefhebbers	lˈifɦɛbərs
liefhet	lˈifɦɛt
liefie	lˈifi
liefies	lˈifis
liefkosing	lifkˈuəsəŋ
lieflike	lˈifləkə
liefs	lifs
liefste	lˈifstə
lieftallig	liftˈaləχ
lier	lir
lies	lis
liesbesering	lˈisbəsiərəŋ
liewe	lˈivə
liewer	lˈivər
liewers	lˈivərs
lift	ləft
liga	lˈiχa
ligamente	liχamˈɛntə
ligawedstryd	lˈiχavɛtstrəit
ligblou	lˈəχblœu
ligbloues	lˈəχblœuəs
ligbron	lˈəχbrɔn
ligbruin	lˈəχbrœyn
ligdag	lˈəχdaχ
ligenergie	lˈəχɛnərχi
liggaamlik	ləχˈɑːmlək
liggaamlike	ləχˈɑːmləkə
liggaamlikheid	ləχˈɑːmləkɦəit
liggaamsbedekking	lˈəχɑːmsbədɛkəŋ
liggaamsbou	lˈəχɑːmsbœu
liggaamsdeel	lˈəχɑːmsdiəl
liggaamselle	lˈəχɑːmsɛlə
liggaamslengte	lˈəχɑːmslɛŋtə
liggaamsmassa	lˈəχɑːmsmasa
liggaamsreuk	lˈəχɑːmsrøːk
liggaamsvet	lˈəχɑːmsfɛt
liggame	lˈəχɑːmə
liggeel	lˈəχiəl
liggewig	lˈəχəvəχ
liggewigkampioen	lˈəχəvəχkampiun
liggie	lˈəχi
liggies	lˈəχis
ligging	lˈəχəŋ
lighartige	ləχɦˈartəχə
ligloop	lˈəχluəp
ligmikroskoop	lˈəχmikruskuəp
ligpunt	lˈəχpœnt
ligsinnigheid	ləχsˈənəχɦəit
ligskynsel	lˈəχskəinsəl
ligstippels	lˈəχstəpəls
ligstippeltjies	lˈəχstəpəlkis
ligswaargewig	lˈəχswɑːrχəvəχ
ligte	lˈəχtə
ligtelik	lˈəχtələk
ligter	lˈəχtər
ligwaas	lˈəχvɑːs
ligweg	lˈəχvɛχ
likeur	ləkˈøːr
likiditeit	ləkiditˈəit
likiede	ləkˈidə
likkewane	ləkəvˈɑːnə
likwidasie	likwidˈɑːsi
likwidasies	likwidˈɑːsis
likwideer	likwidˈiər
limf	ləmf
limfbuise	lˈəmfbœysə
limfkliere	lˈəmfklirə
limfknope	lˈəmfknuəpə
limfvate	lˈəmffɑːtə
limiet	ləmˈit
limpopo	ləmpˈœupu
linguisties	ləŋχuˈəstis
linguistiese	ləŋχuˈəstisə
linguïsties	ləŋχuˈəstis
linguïstiese	ləŋχuˈəstisə
liniaal	ləniˈɑːl
linie	lˈini
linker	lˈəŋkər
linkerarm	lˈəŋkərarəm
linkerbeen	lˈəŋkərbiən
linkerbrein	lˈəŋkərbrəin
linkerhand	lˈəŋkərɦant
linkerhandse	lˈəŋkərɦantsə
linkerkant	lˈəŋkərkant
linkerkantste	lˈəŋkərkantstə
linkerknie	lˈəŋkərkni
linkeroog	lˈəŋkəruəχ
linkeroor	lˈəŋkəruər
linkerskouer	lˈəŋkərskœuər
linkervleuel	lˈəŋkərfløːəl
linkervoet	lˈəŋkərfut
links	ləŋks
linkse	lˈəŋksə
linksgesinde	lˈəŋksχəsəndə
linksklik	lˈəŋksklək
linne	lˈənə
linte	lˈəntə
lipiede	ləpˈidə
lippe	lˈəpə
lippediens	lˈəpədins
liriek	lərˈik
