# Urdu IPA COVERAGE lexicon — undiacritized skeleton ⇥ canonical IPA (UNSTRESSED; weight-stress applied at lookup).
# Replaces the harakat lexicon for Urdu: harakat can't encode majhūl (ی=iː~eː, و=oː~uː); the cross-script Hindi
# gold carries it. Source: silver.hindiurdu.tsv (real Urdu spellings, IPA from the hi g2p — independent of wikipron)
# then the g2p-converted harakat lexicon for the Urdu-native tail. Regenerate: tools/arabic-restorer/build_ur_ipa_lexicon.ts.
آؤ	ɑːʋ
مزاج	mɪzɑːd͡ʒ
مزاحمت	məzɑːɦə̲mət̪
مزار	məzɑːɾ
مزدور	məzd̪uːɾ
مزدوری	məzd̪uːɾiː
مزور	məzuːɾ
مزہ	məzɑ
مزید	məziːd̪
مزیدار	məzeːd̪ɑːɾ
مس	mɪs
مسئلہ	məslɑ
مساجد	məsɑːd͡ʒɪd̪
مسافر	mʊsɑːfɪɾ
مست	məst̪
مستانہ	məst̪ɑːnɑ
مستحق	məst̪əɦəq
مستراح	məst̪əɾɑːɦ
مسترد	məst̪əɾəd̪
مستری	mɪst̪ɾiː
مستشک	məst̪ɪʃk
مستعد	mʊst̪ɛːd̪
مستقبل	mʊst̪əqbɪl
مستقر	məst̪əqəɾ
مستقل	mʊst̪əqɪl
مستول	məst̪uːl
مستونگ	məsət̪uːnɡ
مستک	məst̪ək
مستی	məst̪iː
مسجد	məsd͡ʒɪd̪
مسجدوں	məsd͡ʒəd̪oː̃
مسجدیں	məsd͡ʒəd̪eː̃
مسخرہ	məsəxɾɑ
مسخری	məsəxɾiː
مسقط	məsqət̪
مسل	məsəl
مسلسل	mʊsəlsəl
مسلط	məsə̲lət̪
مسلم	mʊslɪm
مسلمان	mʊsəlmɑːn
مسلمہ	məsə̲lə̲mɑ
مسلنا	məsəlnɑː
مسند	məsnəd̪
مسور	məsuːɾ
مسوڑا	məsuːɽɑː
مسوڑو	məsuːɽoː
مسوڑوں	məsuːɽoː̃
مسوڑھا	məsuːɽʱɑː
مسوڑھو	məsuːɽʱoː
مسوڑھوں	məsuːɽʱoː̃
مسوڑھے	məsuːɽʱeː
مسوڑے	məsuːɽeː
مسٹنڈا	mʊsʈəɳɖɑː
مسکان	mʊskɑːn
مسکراہٹ	mʊskʊɾɑːɦəʈ
مسکہ	məskɑ
مسیح	məsiːɦ
مسیحا	məsiːɦɑː
مسیحی	məsiːɦiː
مشاعرہ	mʊʃɑːjɾɑ
مشت	mʊʃt̪
مشتاق	mʊʃt̪ɑːq
مشتری	mʊʃt̪əɾiː
مشدد	məʃə̲d̪əd̪
مشرق	məʃɾɪq
مشروم	məʃɾuːm
مشرک	mʊʃɾɪk
مشعل	məʃɑːl
مشغلہ	məʃɣəlɑ
مشغول	məʃɣuːl
مشق	məʃq
مشقت	məʃəqqət̪
مشورہ	məʃʋɪɾɑ
مشک	məʃək
مشکل	mʊʃkɪl
مشکوک	məʃəkuːk
مشہور	məʃɦuːɾ
مصالحہ	məsɑːlɑ
مصر	mɪsɾ
مصروف	məsɾuːf
مصری	mɪsɾiː
مصلحت	məsəlɦət̪
مصلی	mʊsəlːɑː
مصنف	mʊsənːɪf
مصیبت	mʊsiːbət̪
مضبوط	məzbuːt̪
مضموم	məzəmuːm
مضمون	məzmuːn
مطابق	mʊt̪ɑːbɪq
مطالعہ	mət̪ɑːlə̲ʔɑ
مطلب	mət̪ləb
مطلبی	mət̪əlbiː
مظالم	məzɑːlɪm
مظلوم	məzluːm
معائنہ	mʊɑːjnɑ
معاشرہ	məʔɑːʃə̲ɾɑ
معاصر	mʊɑːsəɾ
معاف	mɑːf
معافی	mɑːfiː
معافیاں	məʔɑːfʊjɑː̃
معافیوں	məʔɑːfʊjoː̃
معاملات	məʔɑːmə̲lɑːt̪
معاملہ	mɑːmlɑ
معاوضہ	mʊɑːʋzɑ
معاہدہ	mʊɑːɦɪd̪ɑ
معجزات	məʔd͡ʒəzɑːt̪
معجزو	məʔd͡ʒəzoː
معجزوں	məʔd͡ʒəzoː̃
معجزے	məʔd͡ʒəzeː
معجمہ	məʔd͡ʒəmɑ
معذرت	məʔzəɾət̪
معذرتو	məʔzəɾə̲t̪oː
معذرتوں	məʔzəɾə̲t̪oː̃
معذرتیں	məʔzəɾə̲t̪eː̃
معرکہ	məʔɾəkɑ
معصوم	mɑːsuːm
معصومو	məʔəsuːmoː
معصوموں	məʔəsuːmoː̃
معصومیت	mɑːsuːmɪjət̪
معطل	məʔə̲t̪əl
معلم	mʊəlːɪm
معلمہ	mʊəlːɪmɑ
معلمی	mʊəlːɪmiː
معلوم	mɑːluːm
معمولی	mɑːmuːliː
معنی	məəniː
معنے	mɑːneː
معین	mʊəjjən
مغالطہ	mʊɣɑːlt̪ɑ
مغرب	məɣɾɪb
مغربی	məɣɾəbiː
مغز	məɣəz
مغفر	mɪɣfəɾ
مغل	mʊɣəl
مغلئی	mʊɣləiː
مغلوط	məɣəluːt̪
مفت	mʊft̪
مفتش	mʊfət̪ːɪʃ
مفتوح	məfət̪uːɦ
مفتی	mʊft̪iː
مفلسی	mʊflɪsiː
مقابلہ	mʊqɑːblɑ
مقام	mʊqɑːm
مقامی	mʊqɑːmiː
مقبرہ	məqəbɾɑ
مقبوض	məqəbuːz
مقبوضہ	məqəbuːzɑ
مقبول	məqbuːl
مقدر	mʊqəd̪ːəɾ
مقدس	mʊqəd̪ːəs
مقدسہ	məqə̲d̪ə̲sɑ
مقدمہ	mʊqəd̪mɑ
مقدور	məqd̪uːɾ
مقدونی	məqəd̪uːniː
مقدونیہ	məqd̪uːnɪjɑ
مقرر	mʊqəɾɾəɾ
مقروض	məqɾuːz
مقصد	məqsəd̪
مقصود	məqəsuːd̪
مقنع	mʊqənːɑː
مقننہ	məqə̲nə̲nɑ
مقیم	mʊqiːm
مل	məl
ملا	mʊlːɑː
ملائم	mʊlɑːjəm
ملائی	məlɑːiː
ملائیشیا	məleːʃɪjɑː
ملاح	məlːɑːɦ
ملاحظہ	məlɑːɦə̲zɑ
ملازم	mʊlɑːzɪm
ملاقات	mʊlɑːqɑːt̪
ملال	məlɑːl
ملانا	mɪlɑːnɑː
ملاوی	məlɑːʋiː
ملاکا	məlɑːkɑː
ملبورن	meːlbɔːɾn
ملبوس	mələbuːs
ملتان	mʊlt̪ɑːn
ملزم	mʊlzɪm
ململ	məlməl
ملن	mɪlən
ملنا	mɪlnɑː
ملنسار	mɪlənsɑːɾ
ملنگ	mələnɡ
ملول	məluːl
ملولا	məloːlɑː
ملک	mʊlk
ملکاؤ	mələ̲kɑːoː
ملکاؤں	mələ̲kɑːoː̃
ملکہ	məlɪkɑ
ملکیب	mɪlkɪjət̪
ملہار	məlɦɑːɾ
ملہوترا	məlɦoːt̪ɾɑː
ملی	məlːiː
ملیالم	məljɑːləm
ملیامیٹ	məlʊjɑːmeːʈ
ملیریا	məleːɾɪjɑː
ممبئی	mʊmbəiː
ممتاز	mʊmt̪ɑːz
مملکت	məmləkət̪
ممنوع	məmənuːʔ
ممنون	məmnuːn
ممکن	mʊmkɪn
ممی	məmːiː
ممیرا	məmeːɾɑː
من	mən
منازعہ	t̪ənɑːzɑ
مناسب	mʊnɑːsɪb
مناسبت	mənɑːsə̲bət̪
مناظر	mənɑːzɪɾ
منافع	mʊnɑːfɑː
منانا	mənɑːnɑː
منت	mɪnːət̪
منتخب	mənt̪əxəb
منتر	mən̪t̪ɾ
منتظر	mʊn̪t̪əzɪɾ
منتظم	mʊn̪t̪əzɪm
منجا	məɲd͡ʒɑː
منجمد	mənd͡ʒəməd̪
منجوشا	məɲd͡ʒuːʃɑː
منجھلا	mə̃d͡ʒʱlɑː
منحصر	mənɦəsəɾ
منحوس	mənɦuːs
مند	mənd̪
منداتی	mən̪d̪ɑːt̪ɪ
مندر	mən̪d̪ɪɾ
مندروں	mənd̪əɾoː̃
مندہ	mən̪d̪ɾ
مندی	mən̪d̪iː
مندیپ	mənd̪iːp
منزل	məɲzɪl
منزلو	mənzəloː
منزلوں	mənzəloː̃
منزلیں	mənzəleː̃
منسلک	mənsələk
منسوب	mənsuːb
منسوخ	mənəsuːx
منشا	mə̃ʃɑː
منشور	mənəʃuːɾ
منشوروں	mənəʃuːɾoː̃
منشی	mʊ̃ʃiː
منشیات	mənə̲ʃʊjɑːt̪
منشیہ	mənʊʃj
منصب	mə̃səb
منصفانہ	mʊ̃sɪfɑːnɑ
منصوبہ	mənəsuːbɑ
منظر	məɲzəɾ
منظم	mənə̲zəm
منظور	məɲzuːɾ
منظوری	məɲzuːɾiː
منع	mənɑː
منفرد	mənfəɾəd̪
منقبت	mənqəbət̪
منقطع	mənqət̪əʔ
منقی	mʊnəqqɑː
منموہن	mənmoːɦən
منوج	mənoːd͡ʒ
منٹ	mɪnəʈ
منپسند	mənəpsən̪d̪
منچ	məɲt͡ʃ
منڈ	mʊɳɖ
منڈا	mʊɳɖɑː
منڈلوک	məɳɖəlʋək
منڈی	məɳɖiː
منڈیر	mʊ̃ɖeːɾ
منڑ	muː̃ɽ
منڑی	muː̃ɽiː
منکھ	mənʊkʰ
منگتی	mə̃ɡt̪iː
منگل	məŋɡəl
منگلوار	məŋɡəlʋɑːɾ
منگنی	mə̃ɡniː
منگوانا	mə̃ɡʋɑːnɑː
منگولیا	məŋɡoːlɪjɑː
منگیتر	mə̃ɡeːt̪əɾ
منگیشکر	məŋɡeːʃkəɾ
منہ	mʊ̃ɦ
منہاری	mənɪɦɑːɾiː
منہاسا	mʊ̃ɦɑːsɑː
منہنوچوا	mʊ̃ɦnoːt͡ʃʋɑː
منی	məɳɪ
منیار	mənɪjɑːɾ
منیم	mʊniːm
موآب	moːɑːb
مواصلات	moːɑːsə̲lɑːt̪
موت	mɔːt̪
موتر	muːt̪ɾ
موتراشی	muːt̪ɾɑːʃɛj
موترمارگ	muːt̪ɾəmɑːɾɡ
موتنا	muːt̪nɑː
موتوں	muːt̪oː̃
موتی	moːt̪iː
موتیو	moːt̪ʊjoː
موتیوں	moːt̪ʊjoː̃
موج	mɔːd͡ʒ
موجود	mɔːd͡ʒuːd̪
موجودگی	mɔːd͡ʒuːd̪ɡiː
موجودہ	mɔːd͡ʒuːd̪ɑ
مودی	moːd̪iː
موذی	muːziː
مور	moːɾ
مورت	muːɾət̪
مورتی	mʊɾt̪iː
مورمن	mɔːɾmən
مورچهت	muːɾt͡ʃʰɪt̪
مورچهن	muːɾt͡ʃʰən
مورچہ	moːɾt͡ʃɑ
مورکو	moːɾəkːoː
مورکھ	muːɾkʰ
موریا	mɔːɾj
موریتانیہ	mɔːɾɪʈɑːnɪjɑ
موزامبیک	moːzɑːmbiːk
موزہ	moːzɑ
موس	muːs
موسا	muːsɑː
موساد	moːsɑːd̪
موسل	muːsəl
موسم	mɔːsəm
موسمبی	mɔːsəmbiː
موسمی	mɔːsmiː
موسی	muːsɑː
موسیرا	mɔːseːɾɑː
موسیقار	muːsiːqɑːɾ
موسیقارو	muːsiːqɑːɾoː
موسیقاروں	muːsiːqɑːɾoː̃
موسیقی	mɔːsiːqiː
موصل	muːsəl
موقع	mɔːqɑː
مول	muːl
مولا	mɔːlɑː
مولادھار	muːlɑːd̪ʱɑːɾ
مولانا	mɔːlɑːnɑː
مولبھوت	muːlbʱuːt̪
مولود	mɔːluːd̪
مولوی	mɔːlʋiː
مولی	muːliː
مولیہ	muːlj
موم	moːm
مومنو	moːmə̲noː
مومنوں	moːmə̲noː̃
مومنہ	moːmə̲nɑ
مومنین	moːmə̲niːn
مون	mɔːn
موناکو	moːnɑːkoː
موند	muː̃d̪
موندنا	muː̃d̪nɑː
مونٹینیگرو	moːɳʈeːneːɡɾoː
مونچھ	muː̃t͡ʃʰ
مونگ	muː̃ɡ
مونگا	muːŋɡɑː
موٹا	moːʈɑː
موٹھ	muːʈʰ
موچ	moːt͡ʃ
موچن	moːt͡ʃən
موچھ	muːt͡ʃʰ
موچی	moːt͡ʃiː
موڑنا	moːɽnɑː
موگرا	moːɡɾɑː
موہ	moːɦ
موہنا	moːɦnɑː
مویشی	məʋeːʃiː
ميار	mɛːjɑːɾ
مٹا	mɪʈʈʰɑː
مٹانا	mɪʈɑːnɑː
مٹر	məʈəɾ
مٹمیلا	məʈmɛːlɑː
مٹنا	mɪʈnɑː
مٹکا	məʈkɑː
مٹھ	məʈʰ
مٹھائی	mɪʈʰɑːiː
مٹھاس	mɪʈʰɑːs
مٹھبھیڑ	mʊʈʰbʱeːɽ
مٹھری	məʈʰɾiː
مٹھی	mʊʈʈʰiː
مٹی	mɪʈʈiː
مٹیار	mʊʈɪjɑːɾ
مچانا	mət͡ʃɑːnɑː
مچھ	mət͡ʃʰː
مچھر	mət͡ʃʰːəɾ
مچھلی	mət͡ʃʰliː
مچھی	mət͡ʃʰːiː
مڑؤا	məɽʊɑː
مڑنا	mʊɽnɑː
مڑھنا	məɽʱnɑː
مژدہ	mʊd͡ʒʱd̪ɑ
مکئی	məkəiː
مکا	məkːɑː
مکاؤ	məkɑːʊ
مکار	məkːɑːɾ
مکالمہ	məkɑːlə̲mɑ
مکان	məkɑːn
مکت	mʊkt̪
مکر	məkəɾ
مکرنا	mʊkəɾnɑː
مکروہ	məkəɾuːɦ
مکسور	məksuːɾ
مکمل	mʊkəmːəl
مکنون	məkənuːn
مکڑا	məkɽɑː
مکڑی	məkɽiː
مکھ	mʊkʰ
مکھابھگم	mʊkʰɑːbʱɪɡəm
مکھانا	məkʰɑːnɑː
مکھر	mʊkʰəɾ
مکھرجی	mʊkʰəɾd͡ʒiː
مکھن	məkʰːən
مکھنوں	məkʰə̲noː̃
مکھنی	məkʰniː
مکھڑا	mʊkʰɽɑː
مکھی	məkʰːiː
مکھیاں	məkʰːɪjɑː̃
مکھیو	məkʰʊjoː
مکھیوں	məkʰːɪjoː̃
مکھیہ	mʊkʰj
مکہ	məkːɑ
مگدھ	mʊɡd̪ʱ
مگر	məɡəɾ
مگرمچھ	məɡəɾmət͡ʃʰː
مگری	məɡʊɾiː
مہا	məɦɑː
مہابھارت	məɦɑːbʱɑːɾət̪
مہاجر	mʊɦɑːd͡ʒɪɾ
مہاجرت	məɦɑːd͡ʒə̲ɾət̪
مہاجرین	məɦɑːd͡ʒə̲ɾiːn
مہادیو	məɦɑːd̪eːʋ
مہاراشٹر	məɦɑːɾɑːʃʈɾ
مہاراشٹری	məɦɑːɾɑːʃʈɾiː
مہارانی	məɦɑːɾɑːniː
مہارت	məɦɑːɾət̪
مہاسکھ	məɦɑːsʊkʰ
مہان	məɦɑːn
مہاوت	məɦɑːʋət̪
مہاگرو	məɦɑːɡʊɾʊ
مہایان	məɦɑːjɑːn
مہتا	meːɦt̪ɑː
مہتاب	məɦt̪ɑːb
مہتو	mɛɦɛt̪ːʋ
مہر	mʊɦəɾ
مہربان	meːɦəɾbɑːn
مہربانی	meːɦəɾbɑːniː
مہرہ	moːɦɾɑ
مہل	məɦl
مہلت	moːɦlət̪
مہلتیں	məɦlət̪eː̃
مہم	mʊɦɪm
مہمان	meːɦmɑːn
مہندی	meːɦə̃d̪iː
مہنگا	mɛɦɛ̃ɡɑː
مہنگائی	mɛɦɛ̃ɡɑːiː
مہک	mɛɦɛk
مہیا	mʊɦɛːjɑː
مہیش	məɦeːʃ
مہیشور	məɦeːʃʋəɾ
مہیلا	məɦɪlɑː
مہین	məɦiːn
مہینا	məɦiːnɑː
میان	mjɑːn
میانما	mjɑːnmɑː
میانمار	mjɑːnmɑːɾ
میاں	mɪjɑː̃
میت	miːt̪
میتھن	mɛːt̪ʰʊn
میتھنی	mɛːt̪ʰʊniː
میتھنیبھاو	mɛːt̪ʰʊniːbʱɑːʋ
میتھی	meːt̪ʰiː
میخانہ	məjxɑːnɑ
میدا	mɛːd̪ɑː
میدان	mɛːd̪ɑːn
میدھا	meːd̪ʱɑː
میر	miːɾ
میرا	meːɾɑː
میرٹھ	meːɾəʈʰ
میرپور	miːɾpʊɾ
میری	meːɾiː
میرے	meːɾeː
میز	meːz
میزان	miːzɑːn
میزبان	meːzbɑːn
میزورم	mɪzoːɾəm
میزپوش	meːzpoːʃ
میسر	məjəsːəɾ
میسور	mɛːsuːɾ
میسڈونیا	mɛːsɪɖoːnɪjɑː
میش	meːʃ
میغ	meːɣ
میل	miːl
میلا	mɛːlɑː
میلاد	miːlɑːd̪
میلہ	meːlɑ
میم	meːm
میمنا	meːmnɑː
مینا	miːnɑː
مینار	miːnɑːɾ
مینو	miːnuː
مینون	meːnoːn
مینڈک	meːɳɖʱək
مینڈھا	meːɳɖʱɑː
مینڈھر	meːnəɖʱəɾ
مینڈھک	meːnəɖʱək
مینڑھا	meːɳɽʱɑː
مینہ	meː̃ɦ
میور	məjuːɾ
میونخ	mjuːnɪx
میوکھ	məjuːkʰ
میوہ	meːʋɑ
میٹرو	meːʈɾoː
میٹھا	miːʈʰɑː
میچاگنی	meːt͡ʃɑːɡnɪ
میچنا	miːt͡ʃnɑː
میڈم	mɛːɖəm
میکائیل	miːkɑːiːl
میکدہ	məjəkd̪ɑ
میکسیکو	meːksɪkoː
میگھ	meːɡʱ
میگھالیہ	meːɡʱɑːlɛj
میگھنا	meːɡʱnɑː
میں	mɛː̃
میہن	meːɦən
مے	mɛj
نئی	nəiː
نا	nɑː
نائب	nɑːjəb
نائجیریا	nɑːɪd͡ʒiːɾɪjɑː
نائی	nɑːiː
نائیجیریا	nɑːiːd͡ʒiːɾʊjɑː
نائیں	nɑːiː̃
ناامیدی	nɑːʊmːiːd̪iː
ناانصافی	nɑːɪnsɑːfiː
نابالغ	nɑːbɑːlɪɣ
نابسندگی	nɑːpsən̪d̪əɡiː
نابھی	nɑːbʱɪ
ناتا	nɑːt̪ɑː
ناتن	nɑːt̪ɪn
ناتھ	nɑːt̪ʰ
ناتی	nɑːt̪iː
ناجائز	nɑːd͡ʒɑːjəz
ناخدا	nɑːxʊd̪ɑː
ناخن	nɑːkʰuːn
ناخوش	nɑːxʊʃ
ناخوشی	nɑːxʊʃiː
نادان	nɑːd̪ɑːn
نادانی	nɑːd̪ɑːniː
نادرشاہی	nɑːd̪ɪɾʃɑːɦiː
نادری	nɑːd̪ɪɾiː
نار	nɑːɾ
ناراض	nɑːɾɑːz
ناراضگی	nɑːɾɑːzɡiː
نارنگی	nɑːɾəŋɡiː
ناروا	nɑːɾɪʋɑː
نارووال	nɑːɾoːʋɑːl
ناروے	nɔːɾʋeː
ناری	nɑːɾiː
ناریل	nɑːɾɪjəl
ناز	nɑːz
نازل	nɑːzɪl
نازک	nɑːzʊk
نازکی	nɑːzʊkiː
نازیبا	nɑːzeːbɑː
ناس	nɑːs
ناستک	nɑːst̪ɪk
ناسمجھ	nɑːsməd͡ʒʱ
ناسنا	nɑːsnɑː
ناسور	nɑːsuːɾ
ناسک	nɑːsɪk
ناش	nɑːʃ
ناشتا	nɑːʃt̪ɑː
ناشر	nɑːʃɪɾ
ناشنا	nɑːʃnɑː
ناشپاتی	nɑːʃpɑːt̪iː
ناصرت	nɑːsɾət̪
ناصرہ	nɑːsə̲ɾɑ
ناصری	nɑːsɾiː
ناف	nɑːf
نافرمان	nɑːfəɾmɑːn
ناقص	nɑːqɪs
ناقوس	nɑːquːs
نال	nɑːl
نالا	nɑːlɑː
نالائق	nɑːlɑːjəq
نام	nɑːm
نامرد	nɑːməɾd̪
نامردی	nɑːməɾd̪iː
ناممکن	nɑːmʊmkɪn
نامنظور	nɑːməɲzuːɾ
نامنظوری	nɑːməɲzuːɾiː
نامنظوریاں	nɑːməɲzuːɾɪjɑː̃
نامنظوریوں	nɑːməɲzuːɾɪjoː̃
نامہ	nɑːmɑ
نامی	nɑːmiː
نان	nɑːn
نانا	nɑːnɑː
نانس	nɑːnəs
نانسرا	nɑːnəsɾɑː
نانو	nɑːnuː
نانچانگ	nɑːnt͡ʃɑːŋɡ
نانگل	nɑːŋɡəl
نانی	nɑːniː
ناو	nɑːʋ
ناورو	nɑːʊɾʊ
ناوک	nɑːʋɪk
ناٹا	nɑːʈɑː
ناٹک	nɑːʈək
ناٹھ	nɑːʈʰ
ناپاک	nɑːpɑːk
ناپسندی	nɑːpsən̪d̪iː
ناپنا	nɑːpnɑː
ناچ	nɑːt͡ʃ
ناچنا	nɑːt͡ʃnɑː
ناچیز	nɑːt͡ʃiːz
ناڈو	nɑːɖʊ
ناڑی	nɑːɽiː
ناک	nɑːk
ناکا	nɑːkɑː
ناکام	nɑːkɑːm
ناکامیاب	nɑːkɑːmjɑːb
ناکامیابی	nɑːkɑːmjɑːbiː
ناگ	nɑːɡ
ناگاساکی	nɑːɡɑːsɑːkiː
ناگالینڈ	nɑːɡɑːlɛːɳɖ
ناگرک	nɑːɡɾɪk
ناگل	nɑːɡəl
ناگپور	nɑːɡpʊɾ
ناہر	nɑːɦəɾ
نایاب	nɑːjɑːb
نایر	nɑːjəɾ
نباتیات	nəbɑːt̪ʊjɑːt̪
نباہ	nɪbɑːɦ
نباہنا	nɪbɑːɦnɑː
نبض	nəbz
نبھانا	nɪbʱɑːnɑː
نبھاگا	nɪbʱɑːɡɑː
نبہنا	nɪbəɦnɑː
نبی	nəbiː
نتاشا	nət̪ɑːʃɑː
نتھ	nət̪ʰ
نتھنا	nət̪ʰnɑː
نتیجتا	nət̪iːd͡ʒt̪ən
نتیجہ	nət̪iːd͡ʒɑ
نتیہ	nɪt̪j
نثار	nɪsɑːɾ
نثر	nəsɾ
نجات	nɪd͡ʒɑːt̪
نجاشی	nəd͡ʒɑːʃiː
نجبا	nəd͡ʒə̲bɑː
نجد	nəd͡ʒd̪
نجم	nəd͡ʒm
نجوم	nəd͡ʒuːm
نجومی	nəd͡ʒuːmiː
نجیر	nɪd͡ʒeːɾ
نخرا	nəxɾɑː
نخست	nəxəst̪
نخستین	nxəsət̪iːn
نخلستان	nəxlɪst̪ɑːn
ندارد	nəd̪ɑːɾəd̪
ندرشن	nɪd̪əɾʃən
ندھون	nɪd̪ʱʊʋən
ندھڑک	nɪd̪ʱɽək
ندی	nəd̪iː
ندیاں	nəd̪ʊjɑː̃
ندیو	nəd̪ʊjoː
ندیوں	nəd̪ʊjoː̃
نذرانہ	nəzɾɑːnɑ
نر	nəɾ
نرالا	nɪɾɑːlɑː
نربھکشی	nəɾbʱəkʃiː
نرت	nɾɪt̪j
نردوش	nɪɾd̪oːʃ
نردیی	nɪɾd̪əjiː
نرست	nɪɾəst̪
نرم	nəɾəm
نرمان	nɪɾmɑːɳ
نرموہ	nɪɾmoːɦ
نرنے	nɪɾɳɛj
نروات	nɪɾʋɑːt̪
نروگ	nɪɾoːɡ
نرکھنا	nɪɾəkʰnɑː
نرگس	nəɾɡɪs
نرگسی	nəɾɡɪsiː
نریندر	nəɾeːn̪d̪ɾ
نزاکت	nəzɑːkət̪
نزدیک	nəzd̪iːk
نزربندی	nəzəɾbən̪d̪iː
نزہت	nʊzɦət̪
نس	nəs
نستعلیق	nəst̪ɑːliːq
نسخ	nəsx
نسخہ	nʊsxɑ
نسدن	nɪs d̪ɪn
نسل	nəsl
نسنا	nəsnɑː
نسوار	nəsʋɑːɾ
نسیمیں	nəsiːmeː̃
نشان	nɪʃɑːn
نشانبردار	nɪʃɑːnbəɾd̪ɑːɾ
نشانہ	nɪʃɑːnɑ
نشریات	nəʃəɾʊjɑːt̪
نشست	nəʃəst̪
نشور	nʊʃuːɾ
نشٹ	nəʃʈ
نشٹھا	nɪʃʈʰɑː
نشچت	nɪʃt͡ʃɪt̪
نشہ	nəʃɑ
نصیب	nəsiːb
نصیحت	nəsiːɦət̪
نطرون	nət̪əɾuːn
نظارہ	nəzɑːɾɑ
نظام	nɪzɑːm
نظر	nəzəɾ
نظریہ	nəzɾɪjɑ
نظم	nəzm
نظمیں	nəzəmeː̃
نعتوں	nəʔə̲t̪oː̃
نعتیں	nəʔə̲t̪eː̃
نعرہ	nɑːɾɑ
نعل	nɑːl
نعمتو	nəʔmət̪oː
نعمتوں	nəʔmət̪oː̃
نعمتیں	nəʔmət̪eː̃
نغمہ	nəɣmɑ
نفرت	nəfɾət̪
نفرتوں	nəfɾət̪oː̃
نفرتیں	nəfɾət̪eː̃
نقاب	nəqɑːb
نقارہ	nəqqɑːɾɑ
نقاشی	nəqqɑːʃiː
نقد	nəqəd̪
نقدی	nəqd̪iː
نقشہ	nəkʃɑ
نقصان	nʊqsɑːn
نقطہ	nʊqt̪ɑ
نقل	nəqəl
نقلچی	nəqəlt͡ʃiː
نقلی	nəqliː
نم	nəm
نمائش	nʊmɑːɪʃ
نمائندگی	nʊmɑːɪn̪d̪əɡiː
نماز	nəmɑːz
نمازگاہ	nəmɑːzɡɑːɦ
نمازیں	nəmɑːzeː̃
نمایان	nʊmɑːjɑːn
نمایاں	nʊmɑːjɑː̃
نمایندہ	nʊmɑːɪn̪d̪ɑ
نمبر	nəmbəɾ
نمبو	nəməbuː
نمستے	nəməst̪eː
نمسکار	nəməskɑːɾ
نمونہ	nəmuːnɑ
نمک	nəmək
نمکین	nəmkiːn
نمی	nəmiː
نمیبیا	nɑːmiːbɪjɑː
ننانوے	nɪnɑːnʋeː
نند	nənəd̪
ننداسا	nɪn̪d̪ɑːsɑː
نندنی	nən̪d̪ɪniː
نندوئی	nən̪d̪oːiː
نندیں	nənəd̪eː̃
ننگا	nəŋɡɑː
ننگاپن	nəŋɡɑːpən
ننگٹا	nəŋɡəʈɑː
ننھا	nənɦɑː
ننیانوے	nɪnjɑːnʋeː
نو	nɔː
نوئیڈا	noːeːɖɑː
نواب	nəʋɑːb
نوابشاہ	nəʋɑːbʃɑːɦ
نوارن	nɪʋɑːɾəɳ
نواز	nəʋɑːz
نوازش	nɪʋɑːzəʃ
نوازشوں	nɪʋɑːzə̲ʃoː̃
نوازشیں	nɪʋɑːzə̲ʃeː̃
نوازنا	nəʋɑːznɑː
نواسو	nɪʋɑːsoː
نواسوں	nɪʋɑːsoː̃
نواسہ	nɪʋɑːsɑ
نواسی	nəʋɑːsiː
نواسے	nɪʋɑːseː
نوالہ	nɪʋɑːlɑ
نوانا	nəʋɑːnɑː
نوبت	nɔːbət̪
نوح	nuːɦ
نور	nuːɾ
نوروز	nɔːɾoːz
نوسکھیا	nɔːsɪkʰɪjɑː
نوشکی	nuːʃəkiː
نومبر	nəʋəmbəɾ
نونہال	nɔːnɪɦɑːl
نونی	noːniː
نونیت	nəʋniːt̪
نوٹ	noːʈ
نوٹس	noːʈɪs
نوپر	nuːpʊɾ
نوچنا	noːt͡ʃnɑː
نوک	noːk
نوکا	nɔːkɑː
نوکر	nɔːkəɾ
نوکرانی	nɔːkɾɑːniː
نوکری	nɔːkɾiː
نوید	nəʋiːd̪
نویدن	nɪʋeːd̪ən
نویس	nɪʋiːs
نویسندہ	nɪʋiːsənəd̪ɑ
نوے	nəʋʋeː
نيت	niːt̪
نيچا	niːt͡ʃɑː
نيچہ	nɛːt͡ʃɑ
نپولین	neːpoːlɪjən
نپٹنا	nɪpəʈnɑː
نچنا	nʊt͡ʃnɑː
نچوڑنا	nɪt͡ʃoːɽnɑː
نڈر	nɪɖəɾ
نکاح	nɪkɑːɦ
نکاحنامہ	nɪkɑːɦnɑːmɑ
نکاراتمک	nəkɑːɾɑːt̪mək
نکاراگوا	nɪkɑːɾɑːɡʊɑː
نکاس	nɪkɑːs
نکال	nɪkɑːl
نکالنا	nɪkɑːlnɑː
نکر	nəkɾ
نکرت	nɪkɾɪt̪ɪ
نکسرا	nəksʊɾɑː
نکسراپن	nəksʊɾɑːpən
نکسیر	nəksiːɾ
نکشراتو	nəkʃəɾɑːt̪ʊ
نکل	nɪkəl
نکلنا	nɪkəlnɑː
نکما	nɪkəmːɑː
نکوبار	nɪkoːbɑːɾ
نکٹ	nɪkəʈ
نکٹا	nəkʈɑː
نکچڑھا	nəkət͡ʃɽʱɑː
نکڑ	nʊkːəɽ
